symbol,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr
OVBC,0,,,,,,,,,
LNDC,3,228,265,0,1.40,1.40,1.40,1.40,1.40,5
GWRU,-1,,,,,,,,,
CGIX,2,47,265,0,1.00,1.00,1.00,1.00,1.00,2
IIJI,3,72,265,0,2.00,2.00,2.00,2.00,2.00,2
GWRE,2,41,265,0,1.40,1.40,1.40,1.40,1.40,5
WTBA,3,82,265,0,3.00,3.00,3.00,3.00,3.00,1
TFSC,-1,,,,,,,,,
SDRL,3,218,265,0,2.57,2.57,2.57,2.58,2.58,7
CCMP,3,99,265,0,1.00,1.00,1.00,2.00,2.00,1
VGM,0,,,,,,,,,
VGI,-1,,,,,,,,,
VGZ,3,156,265,0,1.00,1.00,1.00,1.00,1.00,2
VGR,3,204,265,0,1.00,1.00,1.00,1.00,1.00,1
AINV,3,107,265,0,1.70,1.70,1.70,1.70,1.70,10
SPKE,4,,,,,,,,,
MPEL,5,,,,,,,,,
MKTX,2,18,265,0,2.50,2.50,2.50,2.50,2.50,2
MPET,3,243,265,0,1.50,1.50,1.50,1.50,1.50,2
WWD,3,171,265,0,1.38,1.25,1.25,1.25,1.25,8
QADA,0,,,,,,,,,
AINC,0,,,,,,,,,
MKTO,2,87,265,0,1.50,1.50,1.50,1.60,1.60,6
FSC,3,107,265,0,1.75,1.75,1.75,1.82,1.82,12
FSD,-1,,,,,,,,,
FSI,2,158,265,0,3.00,3.00,3.00,3.00,3.00,1
FSL,3,99,265,0,2.00,2.00,2.00,2.00,2.09,10
FSM,3,236,265,0,2.50,2.50,2.50,2.50,2.25,4
RELV,0,,,,,,,,,
FSP,4,,,,,,,,,
FSS,3,184,265,0,2.50,2.50,2.50,2.50,2.50,2
AMWD,3,102,265,0,2.00,2.00,2.00,2.00,2.00,2
SIVBO,-1,,,,,,,,,
ZTS,3,78,265,0,1.82,1.82,1.82,1.82,1.57,11
ZTR,0,,,,,,,,,
NYMX,0,,,,,,,,,
RUK,4,,,,,,,,,
PLOW,1,94,265,0,3.00,3.00,3.00,3.00,3.00,2
ALIM,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
BLMT,0,,,,,,,,,
NYMT,4,,,,,,,,,
BLMN,3,41,265,0,1.32,1.32,1.46,1.46,1.54,11
HCBK,3,82,265,0,3.67,3.67,3.67,3.50,3.50,3
DIN,3,41,265,0,1.50,1.50,1.50,1.50,1.83,6
RECN,1,94,265,0,2.33,2.33,2.33,2.33,2.33,3
JHI,0,,,,,,,,,
INSM,4,,,,,,,,,
JHP,-1,,,,,,,,,
JHS,0,,,,,,,,,
DIT,0,,,,,,,,,
JHX,0,,,,,,,,,
DIS,3,115,265,0,1.91,1.95,1.95,1.86,1.86,22
BWFG,0,,,,,,,,,
SPPRP,-1,,,,,,,,,
FCCO,3,99,265,0,1.50,1.50,1.50,1.50,1.50,2
SPPRO,-1,,,,,,,,,
UTF,0,,,,,,,,,
UTG,-1,,,,,,,,,
I,3,66,265,0,2.11,2.00,2.00,2.00,2.00,9
IRR,-1,,,,,,,,,
IRS,0,,,,,,,,,
IRT,5,,,,,,,,,
AERI,3,78,265,0,1.00,1.00,1.00,1.50,1.67,2
UTL,3,93,265,0,3.67,3.67,3.00,3.00,3.00,3
IRL,0,,,,,,,,,
IRM,3,112,265,0,2.11,2.11,2.11,2.11,2.11,9
JPEP,4,,,,,,,,,
UTX,3,184,265,0,1.68,1.68,1.68,1.68,1.68,17
IRC,4,,,,,,,,,
IRE,3,194,265,0,1.00,1.00,1.00,1.00,1.00,1
IRF,-1,,,,,,,,,
IRG,3,41,265,0,2.33,2.33,2.33,2.33,3.00,6
PWR,2,99,265,0,1.27,1.27,1.27,1.10,1.10,11
FPP/WS,-1,,,,,,,,,
AUMN,4,,,,,,,,,
AUMA,-1,,,,,,,,,
ASYS,4,,,,,,,,,
NUTR,0,,,,,,,,,
PWX,0,,,,,,,,,
PWE,4,,,,,,,,,
DXCM,3,89,265,0,1.85,1.92,1.79,1.79,1.85,13
ESEA,3,113,265,0,2.33,2.33,2.33,2.33,2.33,3
HBM,3,220,265,0,1.86,1.86,1.86,2.00,1.83,7
NAD,0,,,,,,,,,
NAK,0,,,,,,,,,
DGSE,0,,,,,,,,,
NAN,-1,,,,,,,,,
NAO,4,,,,,,,,,
TIVO,3,194,265,0,1.62,1.62,1.62,1.62,1.71,13
MRD,3,245,265,0,1.56,1.56,1.44,1.44,1.30,9
NAP,3,113,265,0,1.67,1.67,1.67,NA,NA,3
NAV,4,,,,,,,,,
NAT,3,113,265,0,3.00,3.00,3.50,3.50,3.50,5
NAZ,0,,,,,,,,,
HBP,0,,,,,,,,,
PRFT,3,52,265,0,1.00,1.00,1.00,1.00,1.00,2
PRFZ,3,,,1,,,,,,
SAFM,3,12,265,0,3.25,3.25,3.25,3.25,3.25,4
SVA,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
HOFT,2,102,265,0,3.00,3.00,3.00,3.00,3.00,1
SAFT,3,32,265,0,3.00,3.00,3.00,3.00,2.00,2
SVU,1,161,265,0,2.88,2.88,2.88,2.55,2.55,6
TXT,2,52,265,0,1.70,1.70,1.70,1.82,1.82,10
BWINB,0,,,,,,,,,
MOG/B,-1,,,,,,,,,
MOG/A,-1,,,,,,,,,
PEO,0,,,,,,,,,
GXP,3,93,265,0,2.60,2.78,2.60,2.60,2.78,10
TNET,3,69,265,0,1.42,1.42,1.42,1.42,1.42,6
FLY,2,23,265,0,1.80,1.80,1.80,1.80,2.40,5
MTRN,4,,,,,,,,,
CPHI,0,,,,,,,,,
CPHD,3,89,265,0,1.71,1.71,1.71,1.82,1.89,17
FONE,3,,,1,,,,,,
FLR,3,99,265,0,1.42,1.42,1.42,1.32,1.32,19
CLTX,0,,,,,,,,,
CPHC,0,,,,,,,,,
FLL,4,,,,,,,,,
FLO,3,161,265,0,1.20,1.20,1.20,1.50,1.50,5
GMLP,1,191,265,0,2.17,2.17,2.17,2.17,1.83,6
SFST,3,99,265,0,1.33,1.33,1.33,1.33,1.50,3
FONR,0,,,,,,,,,
LKQ,4,,,,,,,,,
CACC,3,156,265,0,3.60,3.60,3.60,3.60,3.20,5
APH,3,18,265,0,2.40,2.40,2.40,2.40,2.40,10
COL,3,107,265,0,1.93,1.93,1.93,2.00,2.13,15
PEB,2,69,265,0,1.50,1.50,1.50,1.50,1.50,6
GM/WS/C,-1,,,,,,,,,
GM/WS/B,-1,,,,,,,,,
GM/WS/A,-1,,,,,,,,,
KCG,3,45,265,0,2.50,2.50,2.50,2.50,2.50,6
KCC,-1,,,,,,,,,
RTEC,2,28,265,0,2.00,2.00,2.00,2.00,2.00,5
GLBZ,0,,,,,,,,,
GLBS,0,,,,,,,,,
WLBPZ,-1,,,,,,,,,
FLDM,2,89,265,0,1.33,1.33,1.33,1.33,1.33,6
BMTC,3,82,265,0,2.00,2.00,2.00,2.00,2.00,5
ASGN,3,94,265,0,1.18,1.18,1.18,1.18,1.20,11
NI,2,93,265,0,2.83,2.83,2.83,2.83,2.83,6
NJ,4,,,,,,,,,
NL,1,158,265,0,5.00,5.00,5.00,5.00,5.00,1
NM,2,113,265,0,1.00,1.00,1.00,1.00,1.00,1
XBKS,2,82,265,0,2.00,2.00,2.00,2.00,2.00,2
NC,0,,,,,,,,,
NE,3,218,265,0,2.64,2.64,2.71,2.71,2.69,14
NG,3,156,265,0,3.00,3.00,3.00,3.00,3.00,3
NX,5,,,,,,,,,
NP,3,27,265,0,3.00,3.00,3.00,3.00,1.00,1
DMLP,0,,,,,,,,,
NR,5,,,,,,,,,
NS,3,175,265,0,2.63,2.56,2.56,2.56,2.56,9
NU,2,93,265,0,2.00,2.00,1.64,1.82,1.64,11
HUB/A,-1,,,,,,,,,
HUB/B,-1,,,,,,,,,
DRAD,0,,,,,,,,,
DRAM,0,,,,,,,,,
ICON,3,115,265,0,1.88,2.13,2.13,2.13,2.13,8
FRME,2,89,265,0,1.75,1.75,1.75,1.75,1.75,4
OZM,3,153,265,0,1.25,1.25,1.25,1.25,1.25,4
IPAR,5,,,,,,,,,
IPAS,0,,,,,,,,,
PKBK,0,,,,,,,,,
AZN,3,194,265,0,2.33,2.33,2.33,2.33,2.33,6
AZO,3,12,265,0,2.78,2.78,2.68,2.68,2.56,18
AZZ,3,177,265,0,1.67,1.67,1.67,1.67,1.67,3
GDEF,0,,,,,,,,,
TTGT,3,105,265,0,1.60,1.60,1.75,1.75,1.75,5
JONE,5,,,,,,,,,
SCYX,0,,,,,,,,,
AHPI,0,,,,,,,,,
TKC,3,218,265,0,1.13,1.13,1.13,1.63,1.63,4
CATO,0,,,,,,,,,
CDE/WS,-1,,,,,,,,,
CATY,2,85,265,0,2.50,2.50,2.50,2.33,2.50,4
HIIQ,3,165,265,0,1.33,1.33,1.33,1.33,1.33,3
PSMT,4,,,,,,,,,
SSYS,4,,,,,,,,,
OIIM,2,99,265,0,1.00,1.00,1.00,1.00,1.00,3
MDRX,3,158,265,0,2.31,2.31,2.31,2.31,2.28,21
CSIQ,2,115,265,0,1.20,1.20,1.20,1.20,1.20,5
TQNT,-1,,,,,,,,,
CSII,3,114,265,0,1.14,1.14,1.14,1.14,1.14,7
PACW,3,85,265,0,1.17,1.17,1.14,1.14,1.17,6
VTSS,4,,,,,,,,,
LOOK,0,,,,,,,,,
PLTM,0,,,,,,,,,
PACD,4,,,,,,,,,
RLYP,4,,,,,,,,,
PACB,3,89,265,0,3.00,3.00,3.00,3.00,3.00,3
ROIAK,0,,,,,,,,,
JMPC,-1,,,,,,,,,
JMPB,-1,,,,,,,,,
USEG,4,,,,,,,,,
VUSE,0,,,,,,,,,
GWPH,3,114,265,0,1.00,1.00,1.00,1.00,1.00,3
APOG,4,,,,,,,,,
APOL,4,,,,,,,,,
UIHC,1,32,265,0,2.25,2.25,2.25,2.00,2.00,4
XKE,-1,,,,,,,,,
VBFC,0,,,,,,,,,
DLR,3,69,265,0,2.93,2.79,2.79,2.79,2.57,14
LNBB,3,89,265,0,2.00,2.00,2.00,2.00,2.00,2
FNFV,3,32,265,0,2.50,2.50,2.50,2.50,2.50,2
SHLDW,-1,,,,,,,,,
AIY,-1,,,,,,,,,
SDPI,3,248,265,0,1.00,1.00,1.00,1.00,1.00,2
FICO,3,167,265,0,3.00,3.00,3.00,3.00,3.00,2
VET,5,,,,,,,,,
MKL,4,,,,,,,,,
FFWM,0,,,,,,,,,
VEC,0,,,,,,,,,
MDGN/WS,-1,,,,,,,,,
UNFI,2,161,265,0,1.77,1.77,1.77,1.95,1.95,11
GNCA,3,78,265,0,1.33,1.33,1.33,1.33,1.33,3
BKYF,3,99,265,0,3.00,3.00,3.00,3.00,3.00,2
QABA,4,,,,,,,,,
QNST,0,,,,,,,,,
AGZD,0,,,,,,,,,
YRCW,3,24,265,0,2.00,2.00,2.00,2.00,2.50,4
VCIT,3,,,1,,,,,,
STEM,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
EEFT,3,87,265,0,1.00,1.00,1.00,1.00,1.00,4
HMPR,0,,,,,,,,,
GNI,0,,,,,,,,,
OUBS,3,194,265,0,1.67,1.50,1.50,1.50,1.67,3
NWHM,3,34,265,0,1.00,1.00,1.00,1.00,1.00,1
CUDA,5,,,,,,,,,
SLMBP,-1,,,,,,,,,
TAYD,0,,,,,,,,,
RAIL,2,23,265,0,2.33,2.33,2.33,2.14,2.14,6
SSE,3,241,265,0,2.14,2.14,2.14,1.75,1.50,7
RSO,3,60,265,0,2.33,2.33,2.33,2.33,2.33,3
RSH,3,226,265,0,3.80,3.80,3.86,3.75,3.75,5
ALKS,4,,,,,,,,,
RSE,3,60,265,0,2.40,2.40,2.40,2.40,2.40,5
RSG,2,115,265,0,1.89,1.89,1.89,1.89,2.00,9
MSLI,0,,,,,,,,,
RST,3,152,265,0,2.20,2.20,2.20,2.20,2.20,5
BLKB,3,152,265,0,3.00,3.00,3.00,3.00,3.00,2
CDZI,0,,,,,,,,,
POZN,2,78,265,0,1.00,1.00,1.00,1.00,1.00,1
HBANP,-1,,,,,,,,,
TCPC,2,107,265,0,1.80,1.80,1.80,1.80,2.00,5
DKT,-1,,,,,,,,,
NUVA,3,114,265,0,1.60,1.60,1.57,1.53,1.71,15
COWN,3,45,265,0,1.50,1.50,1.50,1.50,1.50,2
JFC,0,,,,,,,,,
HDNG,0,,,,,,,,,
REED,3,191,265,0,1.00,1.00,1.00,1.00,NA,2
KALU,4,,,,,,,,,
JFR,-1,,,,,,,,,
DKL,2,175,265,0,1.83,1.83,1.50,1.50,1.60,6
FXEN,3,226,265,0,1.00,1.00,1.00,1.00,1.00,2
CTBI,3,99,265,0,3.00,3.00,3.00,3.00,3.00,2
SXCP,3,181,265,0,1.40,1.40,1.40,1.50,1.40,5
URG,3,220,265,0,1.17,1.17,1.17,1.20,1.20,6
URBN,3,89,265,0,2.07,2.07,2.00,2.00,1.84,27
AEPI,0,,,,,,,,,
URI,3,34,265,0,1.82,1.82,1.82,1.75,1.77,11
MAYS,0,,,,,,,,,
VIRC,5,,,,,,,,,
IPB,-1,,,,,,,,,
IPG,3,184,265,0,1.60,1.60,1.60,1.60,1.60,10
PYS,-1,,,,,,,,,
PYT,-1,,,,,,,,,
ESGR,3,154,265,0,1.00,1.00,1.00,1.00,1.00,1
PYN,-1,,,,,,,,,
PYB,-1,,,,,,,,,
DYN/WS,-1,,,,,,,,,
NGD,3,156,265,0,2.72,2.72,2.28,2.28,2.17,9
ATSG,3,194,265,0,1.00,1.00,1.00,1.00,1.00,2
NGG,3,93,265,0,1.00,1.00,1.00,1.00,1.00,2
HDS,3,102,265,0,1.50,1.50,1.50,1.38,1.38,14
HDP,3,87,265,0,1.75,1.75,NA,NA,NA,4
NGL,3,191,265,0,1.50,1.50,1.50,1.50,1.50,6
HDY,0,,,,,,,,,
EROC,2,154,265,0,2.33,2.33,2.33,2.33,2.50,3
HDB,4,,,,,,,,,
NGS,3,248,265,0,1.20,1.20,1.20,1.20,1.25,5
EROS,3,107,265,0,1.00,1.00,1.00,1.00,1.00,4
BMA,2,194,265,0,2.00,2.00,2.00,2.00,2.00,3
BME,-1,,,,,,,,,
BMI,3,171,265,0,2.00,2.00,2.33,2.33,2.33,2
BMO,3,194,265,0,2.80,2.80,2.80,2.80,2.60,5
BMR,3,69,265,0,1.75,1.75,1.75,1.75,1.75,10
BMS,2,24,265,0,3.00,3.00,3.00,3.25,3.25,9
BMY,3,194,265,0,2.06,2.06,2.06,2.06,2.03,17
DTLK,3,41,265,0,2.33,2.33,2.33,2.33,2.33,3
SHW,3,115,265,0,2.27,2.09,2.09,2.17,2.17,11
IT,3,85,265,0,2.25,2.25,2.25,2.25,2.25,8
ACFC,3,99,265,0,1.00,1.00,1.00,1.00,1.00,1
SHG,3,194,265,0,1.00,1.00,1.00,1.00,1.00,1
ACFN,0,,,,,,,,,
RDS/A,-1,,,,,,,,,
POST,3,161,265,0,2.50,2.50,2.50,2.50,2.50,4
SHO,2,69,265,0,2.82,2.82,2.82,2.73,2.73,11
MGA,2,82,265,0,2.17,2.17,2.17,2.17,2.13,12
MGF,0,,,,,,,,,
MGI,3,87,265,0,2.44,2.56,2.60,2.60,2.20,9
MGH,0,,,,,,,,,
MGN,0,,,,,,,,,
MGM,3,235,265,0,1.29,1.29,1.43,1.43,1.43,14
TBI,3,94,265,0,2.20,2.20,2.20,2.20,2.20,5
MGR,-1,,,,,,,,,
TBK,3,99,265,0,2.33,2.33,2.33,NA,NA,3
MGU,-1,,,,,,,,,
EXPR,4,,,,,,,,,
GZT,0,,,,,,,,,
OTEL,0,,,,,,,,,
ECL,4,,,,,,,,,
LUV,1,9,265,0,1.79,1.79,1.73,1.67,1.82,11
LUX,4,,,,,,,,,
STXS,0,,,,,,,,,
CLRX,2,158,265,0,2.00,2.00,2.00,2.00,2.00,1
CLRB,0,,,,,,,,,
LUB,0,,,,,,,,,
OTEX,3,152,265,0,1.50,1.50,1.50,1.67,1.75,8
FSCFL,-1,,,,,,,,,
CLRO,3,45,265,0,1.00,1.00,1.00,1.00,1.00,1
ADSK,4,,,,,,,,,
TSBK,3,82,265,0,2.00,2.00,2.00,2.00,2.00,1
IKGH,5,,,,,,,,,
OIBR/C,-1,,,,,,,,,
MDIV,0,,,,,,,,,
ECT,4,,,,,,,,,
IF,0,,,,,,,,,
SLXP,3,78,265,0,1.86,1.86,1.86,1.86,1.29,14
BFIN,3,82,265,0,3.00,3.00,3.00,3.00,3.00,1
MEILZ,-1,,,,,,,,,
NMFC,3,107,265,0,2.00,2.00,2.00,2.00,2.00,5
KEM,2,111,265,0,3.00,3.00,3.00,3.00,3.00,1
KEG,3,241,265,0,2.46,2.46,2.38,2.42,2.25,13
KEF,0,,,,,,,,,
KED,3,194,265,0,1.67,1.67,1.67,1.67,1.67,3
RYAM,3,228,265,0,3.33,3.33,3.33,3.33,3.33,3
HSBC,3,194,265,0,2.50,2.50,2.50,2.50,1.00,2
VKTX,-1,,,,,,,,,
LNC,2,165,265,0,2.00,2.00,2.14,2.14,2.20,14
KEY,3,167,265,0,2.50,2.50,2.50,2.58,2.58,20
KEX,4,,,,,,,,,
APDNW,-1,,,,,,,,,
KEP,4,,,,,,,,,
CWCO,2,63,265,0,1.00,1.00,1.67,1.67,1.67,2
ABIO,0,,,,,,,,,
MOLG,0,,,,,,,,,
ITC,3,93,265,0,1.86,1.86,1.86,1.68,1.50,11
UVSP,3,82,265,0,3.00,3.00,3.00,3.00,3.00,1
DMRC,2,63,265,0,1.00,1.00,1.00,1.00,1.00,4
BBD,4,,,,,,,,,
M,3,222,265,0,2.04,1.96,1.81,1.81,1.71,12
ICAD,3,152,265,0,1.00,1.00,1.00,1.00,1.00,2
IPCC,2,32,265,0,2.67,2.67,2.67,2.67,2.67,3
ZGNX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,5
BGMD,2,47,265,0,3.00,3.00,3.00,3.00,1.00,1
IPCI,2,78,265,0,1.43,1.43,1.43,1.43,1.33,3
LGIH,4,,,,,,,,,
IPCM,4,,,,,,,,,
AMSWA,4,,,,,,,,,
NKTR,3,78,265,0,1.63,1.63,1.63,1.56,1.56,8
FUEL,2,87,265,0,2.00,2.00,2.17,2.17,2.17,7
TESS,5,,,,,,,,,
AXR,0,,,,,,,,,
AXS,3,32,265,0,2.18,2.00,2.08,2.08,2.08,11
AXP,3,87,265,0,2.38,2.38,2.38,2.32,2.21,20
CVCY,4,,,,,,,,,
AXX,3,208,265,0,1.00,1.00,1.00,1.33,1.33,1
AXE,3,194,265,0,2.78,2.78,2.56,2.56,2.43,9
AXN,0,,,,,,,,,
AXL,3,82,265,0,2.25,2.25,2.25,2.25,2.14,8
ENSV,3,241,265,0,1.00,1.00,1.00,1.00,1.40,5
BBT,3,167,265,0,2.30,2.30,2.30,2.30,2.39,23
DVCR,0,,,,,,,,,
ENSG,2,12,265,0,2.00,2.00,2.00,2.00,1.67,4
HTCH,2,41,265,0,1.00,1.00,1.00,1.00,1.00,2
CNLMU,-1,,,,,,,,,
CAVM,4,,,,,,,,,
CHNR,0,,,,,,,,,
MZF,-1,,,,,,,,,
MZA,0,,,,,,,,,
SHLM,3,228,265,0,2.33,2.33,2.33,2.33,2.33,3
CYHHZ,-1,,,,,,,,,
NWSA,2,107,265,0,2.00,2.00,2.00,2.00,2.00,9
QQXT,3,,,1,,,,,,
SSWN,-1,,,,,,,,,
CSGS,3,52,265,0,1.00,1.00,1.00,1.00,1.00,2
CENX,1,237,265,0,1.64,1.64,1.64,1.64,1.64,7
CSGP,4,,,,,,,,,
PAAS,3,236,265,0,3.11,3.11,3.11,3.00,3.00,9
KBSF,0,,,,,,,,,
MCHX,3,72,265,0,2.00,2.00,2.00,2.00,2.00,5
MCHP,2,50,265,0,2.43,2.43,2.43,2.33,2.33,7
LMBS,0,,,,,,,,,
FTD,3,208,265,0,1.00,1.00,1.00,1.00,1.00,1
REXR,4,,,,,,,,,
REXX,4,,,,,,,,,
APAM,4,,,,,,,,,
OPTT,0,,,,,,,,,
YORW,3,63,265,0,3.00,3.00,2.50,2.50,2.50,3
MLNK,0,,,,,,,,,
MLNX,2,99,265,0,1.55,1.55,1.55,1.67,1.67,11
MBFI,4,,,,,,,,,
HYB,0,,,,,,,,,
BCLI,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
HYF,0,,,,,,,,,
HYH,1,78,265,0,2.00,2.00,3.00,3.00,NA,2
HYI,-1,,,,,,,,,
HYL,-1,,,,,,,,,
WSO,3,115,265,0,2.70,2.30,2.30,2.30,2.70,10
WSR,3,69,265,0,2.00,2.00,2.00,2.00,2.00,4
HYT,0,,,,,,,,,
WST,3,78,265,0,2.00,2.00,2.00,2.00,2.00,2
WTFC,3,89,265,0,2.50,2.50,2.50,2.50,2.50,8
PGNX,2,94,265,0,2.25,2.25,2.25,2.25,2.25,4
KERX,4,,,,,,,,,
EMITF,0,,,,,,,,,
AWAY,3,72,265,0,1.60,1.67,1.67,1.67,1.75,15
VKQ,0,,,,,,,,,
VKI,0,,,,,,,,,
VGSH,3,,,1,,,,,,
MPAA,2,94,265,0,1.00,1.00,1.00,1.00,1.00,3
TROVW,-1,,,,,,,,,
SBLK,4,,,,,,,,,
FWM,4,,,,,,,,,
STCK,3,115,265,0,2.33,2.33,2.33,2.33,2.33,3
POR,2,93,265,0,2.00,2.00,2.00,1.78,1.78,9
HMNY,0,,,,,,,,,
AGTC,3,69,265,0,1.00,1.00,1.00,1.00,1.00,5
CLMS,2,153,265,0,3.50,3.50,3.50,3.50,3.50,2
CLMT,3,154,265,0,2.57,2.57,2.57,2.57,2.63,7
JW/A,-1,,,,,,,,,
JW/B,-1,,,,,,,,,
FWP,3,78,265,0,1.00,1.00,1.00,1.00,NA,2
OCIP,5,,,,,,,,,
OCIR,0,,,,,,,,,
TROVU,-1,,,,,,,,,
CCIH,0,,,,,,,,,
JJSF,2,161,265,0,1.50,1.50,1.50,1.50,1.50,2
SKOR,0,,,,,,,,,
ALEX,2,107,265,0,2.00,2.00,2.00,2.00,2.00,2
OI,3,228,265,0,2.70,2.70,2.70,2.50,2.11,10
CDXS,3,102,265,0,1.00,1.00,1.00,NA,NA,2
OC,2,34,265,0,2.33,2.33,2.33,2.38,2.38,15
OB,3,32,265,0,3.50,3.50,3.50,3.50,3.50,2
NTRS,3,167,265,0,3.14,3.14,3.31,3.31,3.31,12
PLKI,2,41,265,0,1.40,1.40,1.40,1.40,1.40,5
NTRI,3,208,265,0,1.67,1.67,1.67,1.67,1.67,3
RQI,0,,,,,,,,,
DEX,-1,,,,,,,,,
COUP,3,184,265,0,1.00,1.00,1.00,1.00,1.00,2
SMI,2,99,265,0,2.75,2.75,2.25,2.25,2.25,4
JDD,-1,,,,,,,,,
REGN,3,69,265,0,1.83,1.83,1.73,1.73,1.73,18
DEI,3,69,265,0,2.95,2.94,3.19,3.21,3.28,13
DEJ,3,245,265,0,1.00,1.00,1.00,1.00,1.00,2
DEL,0,,,,,,,,,
THTI,0,,,,,,,,,
DEO,4,,,,,,,,,
FXCM,2,45,265,0,2.00,2.00,2.00,2.00,2.00,6
DEG,2,184,265,0,2.50,2.50,3.50,3.50,4.00,2
MSFT,4,,,,,,,,,
UPL,5,,,,,,,,,
UPI,3,78,265,0,1.33,1.33,1.33,1.33,1.33,3
VNTV,4,,,,,,,,,
GBAB,0,,,,,,,,,
CFFN,3,82,265,0,3.00,3.00,3.00,3.00,3.00,3
PNQI,3,,,1,,,,,,
SNHN,-1,,,,,,,,,
SNHY,3,221,265,0,3.00,3.00,3.00,3.00,3.00,1
LDRI,0,,,,,,,,,
UPS,3,194,265,0,2.24,2.24,2.28,2.12,1.94,17
PCBK,2,85,265,0,2.40,2.40,2.40,2.40,2.40,5
IVC,3,78,265,0,2.00,2.00,2.00,2.00,2.00,1
CZNC,0,,,,,,,,,
IVH,-1,,,,,,,,,
IVR,4,,,,,,,,,
IVZ,3,153,265,0,1.57,1.57,1.77,1.83,1.77,14
ACC,2,177,265,0,2.00,2.00,2.00,2.00,2.00,7
NEO,2,69,265,0,1.00,1.00,1.00,1.00,1.00,5
NEM,3,156,265,0,2.88,2.88,2.88,2.88,2.88,16
KOPN,0,,,,,,,,,
ACE,3,32,265,0,1.88,1.73,1.68,1.68,1.77,13
ACI,4,,,,,,,,,
NEE,4,,,,,,,,,
ACN,3,85,265,0,2.00,2.00,2.00,2.06,2.06,16
ACM,3,99,265,0,2.00,2.00,2.20,2.33,2.20,10
NEA,-1,,,,,,,,,
ACP,-1,,,,,,,,,
ACW,3,82,265,0,1.00,1.00,1.00,1.00,1.67,3
ACU,0,,,,,,,,,
ACT,3,94,265,0,1.16,1.16,1.16,1.16,1.16,16
NEV,-1,,,,,,,,,
HFC,3,154,265,0,2.86,2.86,2.86,2.43,2.57,14
NEU,4,,,,,,,,,
NES,3,115,265,0,3.00,2.71,2.75,2.75,2.50,6
NEP,1,24,265,0,2.50,2.50,2.33,2.33,2.33,8
BKD,3,12,265,0,1.25,1.25,1.25,1.29,1.29,8
BKE,3,89,265,0,3.20,3.20,3.20,3.17,3.20,5
BKN,0,,,,,,,,,
BKH,4,,,,,,,,,
BKJ,0,,,,,,,,,
BKK,-1,,,,,,,,,
BKT,0,,,,,,,,,
BKU,4,,,,,,,,,
BKS,3,52,265,0,3.67,3.67,3.67,3.67,3.67,3
HCACU,-1,,,,,,,,,
GILD,4,,,,,,,,,
NATL,3,32,265,0,3.67,3.67,3.67,3.67,3.67,3
SJW,3,63,265,0,2.00,2.00,2.33,2.33,2.33,2
SJT,0,,,,,,,,,
GGM,-1,,,,,,,,,
ACHN,2,69,265,0,1.40,1.40,1.20,1.20,1.20,10
DHRM,0,,,,,,,,,
MSEX,3,63,265,0,3.00,3.00,2.00,2.00,2.00,1
GILT,0,,,,,,,,,
QUAD,0,,,,,,,,,
ACHC,4,,,,,,,,,
GDP,4,,,,,,,,,
MED,0,,,,,,,,,
MEG,3,189,265,0,1.00,1.00,1.00,1.00,1.00,3
MEA,3,191,265,0,3.00,3.00,3.00,3.00,3.00,1
GDV,-1,,,,,,,,,
MEN,0,,,,,,,,,
MEI,2,18,265,0,1.00,1.00,1.00,1.00,1.00,4
MET,3,154,265,0,1.50,1.50,1.37,1.37,1.34,15
MEP,3,154,265,0,2.96,2.96,2.81,2.81,2.43,7
GDF,0,,,,,,,,,
GDL,0,,,,,,,,,
GDO,-1,,,,,,,,,
CPLP,3,113,265,0,2.00,2.00,2.00,2.00,1.75,8
CPLA,3,163,265,0,2.11,2.11,2.20,2.20,2.20,9
ESIO,3,115,265,0,2.00,2.00,2.00,2.00,2.00,2
PDCO,2,78,265,0,2.45,2.64,2.64,2.64,2.64,11
PDCE,4,,,,,,,,,
DLNG,2,181,265,0,1.67,1.67,1.67,1.40,1.40,6
QQEW,3,,,1,,,,,,
ESBK,0,,,,,,,,,
SLVO,0,,,,,,,,,
AFSD,-1,,,,,,,,,
AFSI,3,32,265,0,1.20,1.20,1.20,1.20,1.20,5
EZT,-1,,,,,,,,,
KGC,3,156,265,0,2.38,2.42,2.50,2.39,2.59,17
CPK,1,81,265,0,3.00,3.00,3.00,3.00,2.50,4
CPL,3,93,265,0,1.00,1.00,1.00,1.00,2.33,2
CPN,2,93,265,0,1.68,1.68,1.65,2.05,2.05,11
CPA,5,,,,,,,,,
CPB,3,161,265,0,3.19,3.19,3.19,3.18,3.18,12
CWAY,0,,,,,,,,,
CPE,4,,,,,,,,,
CPF,3,85,265,0,2.00,2.00,2.00,2.00,2.00,3
CPG,3,245,265,0,1.71,1.71,1.71,1.71,1.71,7
CPS,3,82,265,0,1.00,1.00,1.00,NA,NA,1
CPT,3,177,265,0,2.18,2.18,2.18,2.31,2.31,11
