Date,Close,High,Low,Open,Volume,Adj Close
2015-11-25 10:30:00,206.19,207.41,205.44,205.67,608649,206.19
2015-11-25 11:30:00,204.57,206.605,203.74,206.18,434877,204.57
2015-11-25 12:30:00,204.36,205.84,204.22,204.654,353534,204.36
2015-11-25 13:30:00,203.87,204.22,202.995,204.14,490228,203.87
2015-11-25 14:30:00,202.66,203.91,201.98,203.77,537794,202.66
2015-11-25 15:30:00,201.52,202.605,201.09,202.605,648430,201.52
2015-11-25 16:00:00,201.92,201.92,201.37,201.475,364164,201.92
2015-11-27 10:30:00,202.26,203.159,199.11,199.845,1100249,202.26
2015-11-27 11:30:00,203.0,203.07,200.605,202.12,585008,203.0
2015-11-27 12:30:00,205.06,205.06,202.5,203.0,564248,205.06
2015-11-27 13:30:00,205.58,205.68,204.82,205.03,494091,205.58
2015-11-30 10:30:00,206.18,206.18,202.98,206.0,1061209,206.18
2015-11-30 11:30:00,203.54,206.6,203.21,206.6,928471,203.54
2015-11-30 12:30:00,206.76,206.951,203.29,203.29,607999,206.76
2015-11-30 13:30:00,206.23,206.94,205.78,206.65,430307,206.23
2015-11-30 14:30:00,208.49,208.55,205.55,205.89,590233,208.49
2015-11-30 15:30:00,208.57,209.193,207.88,208.7,871572,208.57
2015-11-30 16:00:00,214.88,214.88,208.145,208.38,3130642,214.88
2015-12-01 10:30:00,211.65,213.37,210.67,212.5,2346731,211.65
2015-12-01 11:30:00,213.15,213.15,211.56,211.56,639785,213.15
2015-12-01 12:30:00,212.99,213.841,212.1,213.7,479918,212.99
2015-12-01 13:30:00,212.65,213.065,212.22,212.85,263790,212.65
2015-12-01 14:30:00,212.74,212.91,212.25,212.67,408332,212.74
2015-12-01 15:30:00,213.05,213.47,212.68,212.8,545991,213.05
2015-12-01 16:00:00,213.905,213.97,213.02,213.13,620369,213.905
2015-12-02 10:30:00,212.91,214.43,212.81,214.0,909538,212.91
2015-12-02 11:30:00,212.955,213.02,212.326,212.8,505668,212.955
2015-12-02 12:30:00,213.895,214.01,212.94,213.01,376340,213.895
2015-12-02 13:30:00,214.01,214.05,213.76,213.95,337103,214.01
2015-12-02 14:30:00,211.209,214.0,211.06,214.0,343457,211.209
2015-12-02 15:30:00,211.73,211.802,210.57,211.22,480537,211.73
2015-12-02 16:00:00,211.36,211.78,211.06,211.67,416699,211.36
2015-12-03 10:30:00,212.33,214.75,212.235,213.75,732100,212.33
2015-12-03 11:30:00,211.65,212.566,211.54,211.9,316923,211.65
2015-12-03 12:30:00,210.36,211.75,209.691,211.44,323101,210.36
2015-12-03 13:30:00,208.14,210.5,207.61,210.12,585314,208.14
2015-12-03 14:30:00,206.32,208.35,206.08,208.209,553484,206.32
2015-12-03 15:30:00,206.535,206.801,205.95,206.27,558366,206.535
2015-12-03 16:00:00,207.53,207.665,206.2,206.51,294233,207.53
2015-12-04 10:30:00,208.339,208.496,206.56,207.89,691761,208.339
2015-12-04 11:30:00,209.17,210.0,208.3,208.5,448062,209.17
2015-12-04 12:30:00,208.5,209.12,208.362,209.12,305048,208.5
2015-12-04 13:30:00,207.98,208.63,207.98,208.27,271356,207.98
2015-12-04 14:30:00,207.92,208.1,207.64,207.97,244566,207.92
2015-12-04 15:30:00,208.0,208.045,207.72,207.855,347455,208.0
2015-12-04 16:00:00,208.3,208.37,207.72,207.86,332723,208.3
2015-12-07 10:30:00,210.17,211.5,207.999,208.675,932922,210.17
2015-12-07 11:30:00,208.69,211.69,208.69,209.84,533635,208.69
2015-12-07 12:30:00,210.315,210.755,208.39,208.39,369539,210.315
2015-12-07 13:30:00,209.77,210.4,209.42,210.35,203849,209.77
2015-12-07 14:30:00,209.05,209.99,209.05,209.86,141977,209.05
2015-12-07 15:30:00,208.39,209.2,207.99,209.19,226576,208.39
2015-12-07 16:00:00,208.56,208.8,208.43,208.47,251164,208.56
2015-12-08 10:30:00,201.455,204.013,201.455,203.33,1091009,201.455
2015-12-08 11:30:00,204.453,204.78,201.0,201.15,815354,204.453
2015-12-08 12:30:00,205.21,205.66,203.82,204.32,417560,205.21
2015-12-08 13:30:00,205.21,206.4,205.114,205.375,304602,205.21
2015-12-08 14:30:00,205.98,206.44,205.22,205.45,191285,205.98
2015-12-08 15:30:00,205.88,206.1,205.35,205.68,235638,205.88
2015-12-08 16:00:00,205.033,205.95,205.033,205.89,251562,205.033
2015-12-09 10:30:00,203.92,204.86,202.4,203.59,572386,203.92
2015-12-09 11:30:00,203.385,204.92,202.72,204.06,335455,203.385
2015-12-09 12:30:00,200.47,203.72,200.37,203.54,378893,200.47
2015-12-09 13:30:00,200.77,201.52,200.05,200.16,388233,200.77
2015-12-09 14:30:00,200.84,201.58,200.55,200.825,249479,200.84
2015-12-09 15:30:00,201.81,201.81,200.51,200.65,414729,201.81
2015-12-09 16:00:00,200.69,202.09,200.51,201.94,432474,200.69
2015-12-10 10:30:00,198.51,201.585,197.68,201.585,769703,198.51
2015-12-10 11:30:00,199.199,200.54,198.61,198.61,452964,199.199
2015-12-10 12:30:00,200.32,200.32,199.2,199.2,328359,200.32
2015-12-10 13:30:00,199.98,200.56,199.9,200.08,269564,199.98
2015-12-10 14:30:00,200.13,200.71,200.04,200.04,211062,200.13
2015-12-10 15:30:00,199.7,200.73,199.5,200.16,273887,199.7
2015-12-10 16:00:00,200.13,200.13,199.39,199.81,353961,200.13
