RYL,1
EOG,1
RYI,1
SAGE,1
WLH,1
WLK,1
SIG,1
SBAC,1
ERIC,2
BWP,1
SSYS,1
RLGY,1
SPR,1
MDRX,1
VRTX,1
BWA,1
UAL,1
TAL,1
VRTU,1
CCOI,1
SPG,1
CTLT,1
GT,1
GS,2
SAIC,1
VAL,1
MJN,3
GG,1
P,1
GE,2
GD,1
VAR,1
GM,3
GLPI,1
JNS,1
OTIC,1
MAS,1
MAR,1
FOXA,3
JNJ,2
MAN,1
TSN,1
CMG,1
CMA,1
PCL,1
PCG,1
CMP,1
INGN,1
FEIC,1
VLO,1
MPLX,1
HUM,1
CYOU,2
BLMN,1
PCLN,1
VLP,1
FSLR,1
LITB,2
BABA,2
VNTV,1
BCRX,1
HCA,1
BLK,3
HCN,1
NFX,1
SLRC,1
MA,3
CBG,1
MC,1
NOK,2
PRGO,1
HLT,1
VWR,1
KKR,1
MU,1
CBS,1
UHS,1
CBT,1
TJX,1
HAIN,1
FB,3
COST,1
CTL,1
FL,1
REG,1
MSFT,3
GLW,1
BSX,1
GGP,1
FCX,1
FCB,1
MDVN,1
MDT,1
OUT,1
TLLP,1
ZMH,1
F,3
ATEN,1
ILMN,1
V,3
TSCO,1
ALL,1
ZBRA,1
PAGP,1
SBY,1
LMT,2
MMM,2
JNPR,1
SC,1
MMC,1
BAC,3
CIEN,1
ENDP,1
USAC,1
CAR,1
CAT,2
YY,2
SPNC,1
LXRX,1
DATA,1
BAH,1
LB,1
INCY,1
LH,1
NWHM,1
CUDA,1
LQ,1
A,3
PCYC,1
STI,1
STJ,1
Q,1
WCC,1
CMLP,1
XON,1
GLOG,1
TFM,1
ALKS,1
CERN,1
CFG,1
NCR,1
PNR,1
PNK,1
TRGP,1
IVZ,1
PNC,1
MIK,1
GOOGL,2
MIC,1
ARAY,1
VFC,1
LII,1
ZSPH,1
CLVS,1
AMZN,2
IMPR,1
RAD,1
RARE,1
GK,1
XENT,1
PRU,1
OREX,1
AZN,2
SAP,2
MDCO,1
URBN,1
FELP,1
CHS,1
JAH,1
MRK,3
LPG,1
ESNT,1
SBNY,1
IPG,1
TNET,1
NTES,2
RHT,1
RHI,1
KAR,1
APO,1
APC,1
ACTG,1
TMUS,1
DPLO,1
FCFS,1
WFC,2
BMRN,1
ADNC,1
OCR,1
RTN,2
RTI,1
SGMO,1
ALNY,1
LPLA,1
BMY,3
CSOD,1
ENR,1
PAYC,1
BTU,1
CCLP,1
TEN,1
YELP,1
MGI,1
MGM,1
GWRE,1
WWAV,1
ABT,2
SNY,2
CREE,1
TLMR,1
DGI,1
ATO,1
ATK,1
FOLD,1
WYN,1
SOHU,2
ADSK,1
XOM,2
WPZ,1
ECL,1
EXPN,1
GEVA,1
NUE,1
ARES,1
FRC,1
UDR,1
DUK,1
IMS,1
MRVL,1
BBY,1
FRT,1
UNH,1
BBT,1
CLR,1
OMC,1
INFN,1
INFI,1
RGA,1
VRNT,1
PLD,1
KO,2
KR,1
KEY,1
VMW,2
KLAC,1
DM,1
WYNN,1
LBTYA,1
TSLA,2
AAL,1
DD,1
AAP,1
WBA,1
BIIB,3
POR,1
LNKD,1
Ticker,1
CYN,1
ARRY,1
AKAM,1
INTC,3
HOLX,1
BEAV,1
ACRE,1
M,1
VTTI,1
SPWR,1
SLH,1
ALXN,1
SLG,1
DHR,1
MCK,1
RSPP,1
