,symbol,param,alpha,beta,perf,max_drawdown,profit_order,loss_order,last_trade,bh_profit,mark
12,ABT,t=5&h=7,-0.01,0.408,381.983145247048,0.077,3.0,6.0,2015-01-13  buy  0  44.93,2004.84,"px=44.61,avgTyp=44.95,avgHac=44.98"
24,PG,t=6&h=10,-0.017,0.622,386.6566853118493,0.058,4.0,3.0,2015-01-05  sell  644.47  90.27,1358.49,"px=90.30,avgTyp=90.48,avgHac=90.80"
7,PG,t=4&h=12,-0.017,0.622,386.6566853118493,0.058,4.0,3.0,2015-01-05  sell  644.47  90.27,1358.49,"px=90.30,avgTyp=90.40,avgHac=90.85"
16,PG,t=5&h=11,-0.017,0.622,386.6566853118493,0.058,4.0,3.0,2015-01-05  sell  644.47  90.27,1358.49,"px=90.30,avgTyp=90.44,avgHac=90.83"
33,BIDU,t=7&h=11,0.035,0.101,401.4985498900369,0.186,2.0,6.0,2015-01-02  sell -318.05  226.12,2745.21,"px=219.60,avgTyp=224.41,avgHac=226.17"
2,GSK,t=4&h=7,-0.009,0.442,407.19865077135364,0.105,3.0,5.0,2015-01-09  buy  0  42.88,-1472.58,"px=42.91,avgTyp=42.85,avgHac=42.70"
1,PEP,t=4&h=6,0.001,0.22,417.2444761910356,0.066,5.0,6.0,2015-01-09  buy  0  97.16,2105.79,"px=96.35,avgTyp=96.49,avgHac=96.21"
11,PEP,t=5&h=6,0.002,0.219,420.56757962738084,0.066,5.0,6.0,2015-01-09  buy  0  97.16,2105.79,"px=96.35,avgTyp=96.39,avgHac=96.21"
1,GSK,t=4&h=6,-0.007,0.448,435.7759323743394,0.103,3.0,5.0,2015-01-09  buy  0  42.88,-1472.58,"px=42.91,avgTyp=42.85,avgHac=42.71"
11,GSK,t=5&h=6,-0.007,0.448,435.7759323743394,0.103,3.0,5.0,2015-01-09  buy  0  42.88,-1472.58,"px=42.91,avgTyp=42.80,avgHac=42.71"
4,NOC,t=4&h=9,0.006,0.209,455.4462336372053,0.144,5.0,7.0,2015-01-09  buy  0  152.66,3800.62,"px=152.00,avgTyp=151.64,avgHac=149.77"
45,NOC,t=9&h=10,0.008,0.215,472.92696817342585,0.149,4.0,7.0,2015-01-09  buy  0  152.66,3800.62,"px=152.00,avgTyp=150.26,avgHac=149.62"
38,NOC,t=8&h=9,0.012,0.187,492.10268751914737,0.148,4.0,7.0,2015-01-09  buy  0  152.66,3800.62,"px=152.00,avgTyp=150.46,avgHac=149.77"
12,KO,t=5&h=7,-0.015,0.248,496.23237358950973,0.102,4.0,5.0,2015-01-08  buy  0  43.34,933.57,"px=42.63,avgTyp=42.86,avgHac=42.85"
3,MMM,t=4&h=8,0.004,0.445,525.8302178552694,0.083,4.0,7.0,2015-01-05  sell -278.53  161.77,1805.95,"px=160.62,avgTyp=161.53,avgHac=162.28"
50,GILD,t=9&h=15,0.094,0.024,559.8346988725043,0.275,3.0,4.0,2014-12-23  sell -1980.18  90.58,2963.06,"px=97.21,avgTyp=99.22,avgHac=98.99"
1,MMM,t=4&h=6,0.006,0.461,566.7583101634209,0.064,5.0,7.0,2015-01-05  sell -278.53  161.77,1805.95,"px=160.62,avgTyp=161.53,avgHac=162.04"
4,BIDU,t=4&h=9,0.051,0.099,580.9971806586364,0.189,2.0,9.0,2015-01-02  sell -476.37  226.12,2745.21,"px=219.60,avgTyp=223.36,avgHac=225.73"
1,KO,t=4&h=6,-0.006,0.229,594.4659321702002,0.084,4.0,6.0,2015-01-08  buy  0  43.34,933.57,"px=42.63,avgTyp=42.87,avgHac=42.87"
49,KMB,t=9&h=14,0.066,-0.071,598.9761595664859,0.085,2.0,4.0,2015-01-09  buy  0  116.41,1937.47,"px=116.08,avgTyp=115.89,avgHac=115.79"
37,KMB,t=7&h=15,0.066,-0.071,598.9761595664859,0.085,2.0,4.0,2015-01-09  buy  0  116.41,1937.47,"px=116.08,avgTyp=115.91,avgHac=115.75"
44,KMB,t=8&h=15,0.066,-0.071,598.9761595664859,0.085,2.0,4.0,2015-01-09  buy  0  116.41,1937.47,"px=116.08,avgTyp=115.90,avgHac=115.75"
31,QIHU,t=7&h=9,0.082,-0.048,614.773940709636,0.301,1.0,7.0,2014-12-03  sell -1343.57  66.78,-3006.91,"px=56.70,avgTyp=58.10,avgHac=58.57"
38,QIHU,t=8&h=9,0.082,-0.048,614.773940709636,0.301,1.0,7.0,2014-12-03  sell -1343.57  66.78,-3006.91,"px=56.70,avgTyp=58.20,avgHac=58.57"
11,MMM,t=5&h=6,0.011,0.464,622.7914550550413,0.064,5.0,7.0,2015-01-05  sell -278.53  161.77,1805.95,"px=160.62,avgTyp=161.62,avgHac=162.04"
3,ABT,t=4&h=8,0.01,0.426,634.0944901933781,0.077,3.0,4.0,2015-01-13  buy  0  44.93,2004.84,"px=44.61,avgTyp=44.95,avgHac=44.98"
11,KO,t=5&h=6,0.005,0.224,708.6925222889422,0.083,4.0,7.0,2015-01-08  buy  0  43.34,933.57,"px=42.63,avgTyp=42.86,avgHac=42.87"
6,MRK,t=4&h=11,0.073,0.075,752.0244798520489,0.117,5.0,4.0,2015-01-07  buy  0  61.01,2983.3,"px=62.19,avgTyp=62.18,avgHac=60.34"
45,MRK,t=9&h=10,0.073,0.075,752.0244798520489,0.117,5.0,4.0,2015-01-07  buy  0  61.01,2983.3,"px=62.19,avgTyp=61.02,avgHac=60.48"
9,HD,t=4&h=14,0.017,0.317,832.4226303311607,0.106,4.0,5.0,2015-01-08  buy  0  106.02,3142.02,"px=103.73,avgTyp=104.53,avgHac=103.52"
33,HD,t=7&h=11,0.018,0.318,844.7802105432893,0.104,4.0,5.0,2015-01-08  buy  0  106.02,3142.02,"px=103.73,avgTyp=104.30,avgHac=103.85"
40,HD,t=8&h=11,0.018,0.318,844.7802105432893,0.104,4.0,5.0,2015-01-08  buy  0  106.02,3142.02,"px=103.73,avgTyp=104.21,avgHac=103.85"
24,MRK,t=6&h=10,0.081,0.094,870.9140117697152,0.118,4.0,3.0,2015-01-07  buy  0  61.01,2983.3,"px=62.19,avgTyp=61.67,avgHac=60.48"
45,QIHU,t=9&h=10,0.103,-0.054,877.1370266568865,0.295,1.0,6.0,2014-12-03  sell -1377.37  66.78,-3006.91,"px=56.70,avgTyp=58.29,avgHac=58.64"
12,WFC,t=5&h=7,0.057,0.308,953.7239381785257,0.051,6.0,4.0,2015-01-05  sell -284.84  53.7,1741.39,"px=51.85,avgTyp=52.54,avgHac=53.09"
14,GILD,t=5&h=9,0.094,0.036,979.5791638972551,0.297,5.0,3.0,2015-01-08  buy  0  101.46,2963.06,"px=97.21,avgTyp=99.79,avgHac=99.13"
23,GILD,t=6&h=9,0.094,0.036,979.5791638972551,0.297,5.0,3.0,2015-01-08  buy  0  101.46,2963.06,"px=97.21,avgTyp=99.64,avgHac=99.13"
44,LMT,t=8&h=15,0.06,0.086,985.3947591424476,0.11,4.0,3.0,2014-12-22  buy  0  195.05,3834.71,"px=194.35,avgTyp=193.86,avgHac=192.94"
49,LMT,t=9&h=14,0.06,0.086,985.3947591424476,0.11,4.0,3.0,2014-12-22  buy  0  195.05,3834.71,"px=194.35,avgTyp=193.76,avgHac=193.04"
50,LMT,t=9&h=15,0.06,0.086,985.3947591424476,0.11,4.0,3.0,2014-12-22  buy  0  195.05,3834.71,"px=194.35,avgTyp=193.76,avgHac=192.94"
3,WFC,t=4&h=8,0.062,0.327,1028.856551056766,0.052,5.0,4.0,2015-01-05  sell -286.23  53.7,1741.39,"px=51.85,avgTyp=52.40,avgHac=53.20"
21,WFC,t=6&h=7,0.075,0.299,1141.6735924408003,0.052,6.0,4.0,2015-01-05  sell -290.42  53.7,1741.39,"px=51.85,avgTyp=52.69,avgHac=53.09"
39,CAT,t=8&h=10,0.089,0.16,1236.4931337369599,0.092,3.0,2.0,2014-12-02  sell  436.52  99.42,-143.79,"px=86.37,avgTyp=88.18,avgHac=89.07"
44,DIS,t=8&h=15,0.089,0.452,1301.4223970258754,0.084,5.0,0.0,2014-11-25  buy  0  90.1,3054.03,"px=95.19,avgTyp=94.17,avgHac=93.67"
49,DIS,t=9&h=14,0.089,0.452,1301.4223970258754,0.084,5.0,0.0,2014-11-25  buy  0  90.1,3054.03,"px=95.19,avgTyp=94.11,avgHac=93.72"
48,MSFT,t=9&h=13,0.097,0.075,1301.5368384186204,0.104,4.0,2.0,2014-12-31  sell -450.82  46.77,3007.86,"px=46.36,avgTyp=46.89,avgHac=47.00"
43,MSFT,t=8&h=14,0.099,0.065,1316.9027127828213,0.105,4.0,3.0,2015-01-02  sell -432.11  46.84,3007.86,"px=46.36,avgTyp=46.88,avgHac=47.02"
37,MSFT,t=7&h=15,0.1,0.065,1320.2413196130292,0.104,4.0,2.0,2015-01-02  sell -432.11  46.84,3007.86,"px=46.36,avgTyp=46.87,avgHac=47.03"
30,CAT,t=7&h=8,0.095,0.182,1323.1505056062579,0.097,5.0,2.0,2015-01-02  sell -365.16  91.67,-143.79,"px=86.37,avgTyp=87.94,avgHac=88.62"
45,CAT,t=9&h=10,0.097,0.156,1331.6457386094298,0.084,3.0,2.0,2014-12-02  sell  440.38  99.42,-143.79,"px=86.37,avgTyp=88.41,avgHac=89.07"
50,DIS,t=9&h=15,0.125,0.444,1369.255780580912,0.084,3.0,0.0,2014-10-27  buy  0  87.43,3054.03,"px=95.19,avgTyp=94.11,avgHac=93.67"
49,BABA,t=9&h=14,0.514,0.194,1415.3871435399342,0.125,1.0,1.0,2014-12-24  sell -449.06  106.11,1210.37,"px=100.77,avgTyp=103.19,avgHac=104.29"
37,BABA,t=7&h=15,0.514,0.194,1415.3871435399342,0.125,1.0,1.0,2014-12-24  sell -449.06  106.11,1210.37,"px=100.77,avgTyp=102.85,avgHac=104.41"
36,BABA,t=7&h=14,0.514,0.194,1415.3871435399342,0.125,1.0,1.0,2014-12-24  sell -449.06  106.11,1210.37,"px=100.77,avgTyp=102.85,avgHac=104.29"
20,JNJ,t=5&h=15,0.1,0.353,1437.4726492420177,0.073,3.0,1.0,2014-12-11  sell  300.7  106.31,1698.49,"px=104.76,avgTyp=105.12,avgHac=105.25"
35,JNJ,t=7&h=13,0.1,0.353,1437.4726492420177,0.073,3.0,1.0,2014-12-11  sell  300.7  106.31,1698.49,"px=104.76,avgTyp=105.10,avgHac=105.20"
28,JNJ,t=6&h=14,0.1,0.353,1437.4726492420177,0.073,3.0,1.0,2014-12-11  sell  300.7  106.31,1698.49,"px=104.76,avgTyp=105.11,avgHac=105.22"
5,NVS,t=4&h=10,0.076,0.449,1550.5477353454608,0.061,5.0,3.0,2015-01-09  buy  0  96.28,2614.22,"px=96.36,avgTyp=95.51,avgHac=94.21"
13,NVS,t=5&h=8,0.082,0.438,1606.3303635083012,0.062,5.0,3.0,2015-01-09  buy  0  96.28,2614.22,"px=96.36,avgTyp=95.25,avgHac=94.37"
30,NVS,t=7&h=8,0.082,0.438,1606.3303635083012,0.062,5.0,3.0,2015-01-09  buy  0  96.28,2614.22,"px=96.36,avgTyp=94.86,avgHac=94.37"
3,EMC,t=4&h=8,0.13,0.127,1666.564905447207,0.079,5.0,3.0,2015-01-06  sell -532.72  28.99,1655.82,"px=28.65,avgTyp=29.10,avgHac=29.36"
13,EMC,t=5&h=8,0.13,0.127,1666.564905447207,0.079,5.0,3.0,2015-01-06  sell -532.72  28.99,1655.82,"px=28.65,avgTyp=29.15,avgHac=29.36"
43,NTES,t=8&h=14,0.125,0.129,1676.7204619042514,0.199,3.0,5.0,2015-01-08  buy  0  103.41,4344.14,"px=104.87,avgTyp=102.94,avgHac=101.94"
11,CSCO,t=5&h=6,0.103,0.142,1738.7466545790048,0.082,8.0,6.0,2015-01-12  buy  0  28.02,3535.65,"px=28.10,avgTyp=27.90,avgHac=27.80"
37,NTES,t=7&h=15,0.139,0.125,1821.4897468935924,0.201,2.0,4.0,2015-01-08  buy  0  103.41,4344.14,"px=104.87,avgTyp=103.14,avgHac=101.86"
44,NTES,t=8&h=15,0.139,0.126,1837.76526719498,0.2,2.0,4.0,2015-01-08  buy  0  103.41,4344.14,"px=104.87,avgTyp=102.94,avgHac=101.86"
42,CSCO,t=8&h=13,0.115,0.118,1850.5560991851253,0.11,5.0,2.0,2015-01-12  buy  0  28.02,3535.65,"px=28.10,avgTyp=27.82,avgHac=27.69"
21,EMC,t=6&h=7,0.147,0.131,1889.09194665018,0.065,5.0,4.0,2015-01-06  sell -492.55  28.99,1655.82,"px=28.65,avgTyp=29.19,avgHac=29.33"
49,V,t=9&h=14,0.129,0.265,1889.3041104700278,0.082,2.0,4.0,2015-01-12  sell -132.66  260.55,2012.53,"px=260.78,avgTyp=261.83,avgHac=262.01"
44,V,t=8&h=15,0.133,0.263,1937.9132558845795,0.082,2.0,4.0,2015-01-13  sell -70.72  261.93,2012.53,"px=260.78,avgTyp=261.76,avgHac=261.96"
50,V,t=9&h=15,0.133,0.263,1937.9132558845795,0.082,2.0,4.0,2015-01-13  sell -70.72  261.93,2012.53,"px=260.78,avgTyp=261.83,avgHac=261.96"
21,CSCO,t=6&h=7,0.112,0.168,1960.3220882948008,0.091,7.0,5.0,2015-01-13  buy  0  28.23,3535.65,"px=28.10,avgTyp=27.87,avgHac=27.79"
36,FB,t=7&h=14,0.252,-0.091,2182.036394942932,0.147,3.0,3.0,2015-01-07  sell -255.83  76.52,3233.51,"px=76.45,avgTyp=77.37,avgHac=77.86"
8,BBRY,t=4&h=13,0.296,-0.033,2607.125965528714,0.296,3.0,5.0,2015-01-12  sell -737.62  10.22,2998.66,"px=9.71,avgTyp=10.20,avgHac=10.51"
47,LLY,t=9&h=12,0.203,0.174,2623.1277490627544,0.089,4.0,2.0,2014-12-31  sell  957.83  69.59,4127.47,"px=69.38,avgTyp=69.90,avgHac=70.03"
2,LLY,t=4&h=7,0.193,0.269,2633.261061427971,0.079,7.0,5.0,2015-01-12  sell -47.49  69.88,4127.47,"px=69.38,avgTyp=69.78,avgHac=69.93"
1,LLY,t=4&h=6,0.194,0.268,2647.627366316152,0.078,7.0,5.0,2015-01-12  sell -47.49  69.88,4127.47,"px=69.38,avgTyp=69.78,avgHac=69.91"
1,BBRY,t=4&h=6,0.315,-0.053,2666.307372525467,0.327,4.0,6.0,2015-01-07  sell -196.64  10.65,2998.66,"px=9.71,avgTyp=10.20,avgHac=10.44"
11,BBRY,t=5&h=6,0.315,-0.053,2666.307372525467,0.327,4.0,6.0,2015-01-07  sell -196.64  10.65,2998.66,"px=9.71,avgTyp=10.27,avgHac=10.44"
38,AZN,t=8&h=9,0.245,0.055,2730.0688258210957,0.132,4.0,2.0,2014-12-03  sell  599.52  73.56,2444.6,"px=70.76,avgTyp=70.03,avgHac=70.00"
31,AZN,t=7&h=9,0.245,0.055,2730.0688258210957,0.132,4.0,2.0,2014-12-03  sell  599.52  73.56,2444.6,"px=70.76,avgTyp=70.04,avgHac=70.00"
30,AZN,t=7&h=8,0.255,0.059,2878.431579292508,0.132,4.0,2.0,2014-12-03  sell  606.45  73.56,2444.6,"px=70.76,avgTyp=70.04,avgHac=69.97"
50,FB,t=9&h=15,0.309,-0.11,2896.3470175280745,0.149,2.0,2.0,2015-01-07  sell -270.31  76.52,3233.51,"px=76.45,avgTyp=77.53,avgHac=77.86"
44,FB,t=8&h=15,0.309,-0.11,2896.3470175280745,0.149,2.0,2.0,2015-01-07  sell -270.31  76.52,3233.51,"px=76.45,avgTyp=77.45,avgHac=77.86"
48,NFLX,t=9&h=13,0.292,0.091,2980.2542803320393,0.133,3.0,3.0,2015-01-06  sell -467.24  327.51,-1442.96,"px=323.79,avgTyp=330.24,avgHac=333.41"
36,NFLX,t=7&h=14,0.292,0.091,2980.2542803320393,0.133,3.0,3.0,2015-01-06  sell -467.24  327.51,-1442.96,"px=323.79,avgTyp=328.99,avgHac=333.82"
33,NFLX,t=7&h=11,0.304,0.086,3133.219116307084,0.145,3.0,2.0,2015-01-07  sell -601.99  328.62,-1442.96,"px=323.79,avgTyp=328.99,avgHac=332.57"
2,INTC,t=4&h=7,0.261,0.149,3473.6021259039408,0.073,5.0,5.0,2015-01-02  sell -398.97  36.58,4807.3,"px=36.50,avgTyp=36.62,avgHac=36.55"
11,INTC,t=5&h=6,0.297,0.155,4013.2272305493752,0.064,5.0,6.0,2015-01-02  sell -121.6  36.58,4807.3,"px=36.50,avgTyp=36.58,avgHac=36.56"
1,INTC,t=4&h=6,0.301,0.161,4078.035254882023,0.06,6.0,5.0,2015-01-02  sell -121.92  36.58,4807.3,"px=36.50,avgTyp=36.62,avgHac=36.56"
43,TSLA,t=8&h=14,0.418,0.059,4592.347395188537,0.264,3.0,3.0,2015-01-06  sell -1198.39  209.94,4228.49,"px=204.25,avgTyp=209.21,avgHac=213.32"
37,TSLA,t=7&h=15,0.418,0.059,4592.347395188537,0.264,3.0,3.0,2015-01-06  sell -1198.39  209.94,4228.49,"px=204.25,avgTyp=208.51,avgHac=213.70"
50,TSLA,t=9&h=15,0.449,0.05,5062.018687065271,0.282,3.0,2.0,2014-12-02  sell -1019.42  232.22,4228.49,"px=204.25,avgTyp=209.84,avgHac=213.70"
43,VIPS,t=8&h=14,0.574,-0.003,7317.029449767158,0.408,3.0,2.0,2015-01-07  buy  0  22.28,15211.27,"px=21.48,avgTyp=21.69,avgHac=21.24"
37,VIPS,t=7&h=15,0.574,-0.003,7317.029449767158,0.408,3.0,2.0,2015-01-07  buy  0  22.28,15211.27,"px=21.48,avgTyp=21.76,avgHac=21.21"
28,VIPS,t=6&h=14,0.606,0.001,7464.543605558589,0.408,3.0,3.0,2015-01-06  buy  0  21.75,15211.27,"px=21.48,avgTyp=21.84,avgHac=21.24"
43,YY,t=8&h=14,0.57,-0.028,7849.193662932352,0.205,3.0,1.0,2015-01-07  buy  0  67.93,3486.51,"px=67.50,avgTyp=67.12,avgHac=66.60"
44,YY,t=8&h=15,0.564,-0.011,7927.18407451824,0.238,3.0,1.0,2015-01-09  buy  0  68.84,3486.51,"px=67.50,avgTyp=67.12,avgHac=66.60"
50,YY,t=9&h=15,0.564,-0.011,7927.18407451824,0.238,3.0,1.0,2015-01-09  buy  0  68.84,3486.51,"px=67.50,avgTyp=67.01,avgHac=66.60"
