,symbol,param,alpha,beta,perf,max_drawdown,profit_order,loss_order,last_trade,bh_profit,mark
65,EMC,k1=0.6&k2=0.4&cl=25,0.07061178275564851,0.32381773941210806,5135.6515760066995,0.20934403139479413,10.0,3.0,2014-12-24  buy  0  30.56,1320.17,
60,GS,k1=0.8&k2=0.4&cl=40,0.11509316231857764,0.2633685403185674,5178.483235772248,0.29597337654730127,5.0,4.0,2014-11-03  buy  0  190.12,4433.29,
70,VZ,k1=0.6&k2=0.1&cl=10,0.07673705417773373,0.0772718581085331,5180.401209923748,0.13669410855515982,9.0,5.0,2014-12-02  buy  0  48.92,5003.26,
2,PEP,k1=0.9&k2=0.3&cl=30,0.06319345350682908,0.4020526817622132,5201.112386426892,0.1157868292632124,6.0,4.0,2014-12-30  buy  0  96.22,4809.61,
19,PG,k1=0.6&k2=0.1&cl=15,0.07246868311592343,0.37100596799130336,5734.44983954612,0.11409756355027141,12.0,5.0,2014-12-17  sell  1132.41  90.2,6588.65,
22,ABT,k1=0.6&k2=0.1&cl=10,0.08030613005146589,0.3115890005427522,5821.547781517551,0.12675970509956144,13.0,4.0,2014-12-22  buy  0  46.18,9568.63,
5,MMM,k1=0.9&k2=0.3&cl=10,0.06956544450127308,0.43615695902193535,5832.0874723301,0.20863319079753959,10.0,5.0,2014-12-16  sell  2199.64  158.71,9122.35,
42,NOK,k1=0.6&k2=0.4&cl=30,0.3042817057634386,0.04186213064157737,5869.958469298602,0.7442007459505301,3.0,8.0,2014-11-20  sell -1027.73  7.83,-658.54,
53,VMW,k1=0.9&k2=0.2&cl=45,0.08965069102547352,0.20682445406480224,6063.139447472613,0.3513060907984031,5.0,4.0,2014-11-13  buy  0  86.21,28.47,
13,GE,k1=0.7&k2=0.4&cl=45,0.06968485716475815,0.3914241582242183,6082.9127303773785,0.3284259932882147,7.0,4.0,2014-12-31  buy  0  25.37,8195.27,
10,CL,k1=0.9&k2=0.2&cl=20,0.07940848688791013,0.29890456478995314,6084.4030634336905,0.08864003115376105,8.0,3.0,2014-12-19  sell  1253.65  69.88,7128.22,
72,SAP,k1=0.6&k2=0.2&cl=35,0.09198425891579133,0.29769915320222007,6277.214335847584,0.24008401708726776,9.0,5.0,2014-11-06  buy  0  67.41,4592.83,
21,MJN,k1=0.9&k2=0.2&cl=35,0.10074528411727915,0.22176121503970023,6368.116990080014,0.1593901727759995,5.0,3.0,2014-12-31  buy  0  101.24,7377.37,
6,CAT,k1=0.6&k2=0.4&cl=55,0.09454190582700552,0.3325099875294984,6393.416404440239,0.36245491886454595,6.0,4.0,2014-12-23  sell -1424.01  93.27,5012.94,
26,SNY,k1=0.8&k2=0.4&cl=15,0.057466432463754255,0.20167955461146825,6528.149224233852,0.23420294736025468,8.0,5.0,2014-10-24  buy  0  53.82,5315.0,
62,ORCL,k1=0.6&k2=0.1&cl=10,0.0864598813307341,0.22436748688294383,6904.259895719877,0.15695379402880902,11.0,6.0,2014-12-15  sell  921.86  41.07,5799.2,
11,KMB,k1=0.6&k2=0.3&cl=15,0.14986101485743555,0.06896240201706515,7009.36254423213,0.08995856928676518,7.0,5.0,2014-12-17  sell  1597.1  113.3,10230.67,
79,CBI,k1=0.6&k2=0.4&cl=15,0.13757012778083488,0.23632368751865904,7053.5539080427225,0.4609720605433308,9.0,9.0,2014-12-24  buy  0  41.95,8970.59,
28,AZN,k1=0.9&k2=0.4&cl=30,0.13974240313449288,0.260563567624699,7104.371597668642,0.15161511235618008,7.0,3.0,2014-12-19  sell  319.48  71.42,6589.88,
73,INTC,k1=0.6&k2=0.4&cl=30,0.08799976741643592,0.32660552214126376,7325.081257156216,0.20859947514880958,6.0,4.0,2014-11-03  buy  0  33.88,10925.49,
31,AXP,k1=0.8&k2=0.2&cl=15,0.12720944722882493,0.22531896791059317,7776.818647976179,0.17765708238820513,10.0,4.0,2014-12-19  sell  1476.69  92.76,11027.01,
40,MS,k1=0.6&k2=0.3&cl=55,0.15775474676011264,0.25549861441981847,7829.109823328972,0.3902189783053193,6.0,3.0,2014-11-11  buy  0  35.83,5495.87,
82,FOXA,k1=0.6&k2=0.4&cl=30,0.12251765064049149,0.3400010559733042,8650.055603511506,0.297228475407258,7.0,6.0,2014-10-29  buy  0  34.36,24654.21,
18,NVS,k1=0.6&k2=0.3&cl=10,0.11799103450331522,0.1954086615107479,8897.305677337148,0.08932221367793591,16.0,4.0,2015-01-02  sell -663.84  92.53,9830.54,
16,MRK,k1=0.6&k2=0.1&cl=15,0.14845847311282856,0.21759902490493724,9191.309804678373,0.11432532054259291,11.0,6.0,2014-12-17  sell  534.13  57.26,10588.86,
33,V,k1=0.7&k2=0.4&cl=25,0.19565834256151643,0.28619064699010044,9332.264275789665,0.1649713915793105,8.0,4.0,2014-10-24  buy  0  212.87,26642.16,
56,GOOGL,k1=0.6&k2=0.1&cl=20,0.15053590644646136,0.14458882738431758,9351.853143899742,0.20761636386832305,7.0,8.0,2014-12-24  buy  0  537.78,7454.39,
39,F,k1=0.7&k2=0.4&cl=45,0.1716416672411669,0.25228031150585384,9363.018978659553,0.4808176472822557,5.0,3.0,2014-11-03  buy  0  14.05,4205.97,
23,LLY,k1=0.9&k2=0.4&cl=10,0.15299351495145191,0.22422769747381516,9685.99854410394,0.09705139982392463,7.0,2.0,2015-01-02  sell  1521.6  70.09,12099.39,
71,MSFT,k1=0.6&k2=0.1&cl=50,0.1278297547272072,0.38104196742955315,9777.660367477854,0.13176577459039174,6.0,4.0,2014-12-18  sell -698.18  46.99,9892.66,
36,JPM,k1=0.6&k2=0.3&cl=50,0.12273209658089299,0.32904825510958274,10029.654025689526,0.352678366681038,7.0,2.0,2014-11-07  buy  0  60.85,7725.41,
14,BA,k1=0.8&k2=0.3&cl=20,0.1477108274393766,0.22106103499447508,10099.656680255524,0.17490157688194286,8.0,5.0,2014-12-24  buy  0  131.01,11958.48,
67,JDSU,k1=0.8&k2=0.3&cl=35,0.2445603357782554,0.11564359604441292,10143.262945867838,0.5227765960583426,6.0,5.0,2014-08-20  sell -314.15  11.07,1693.76,
81,DIS,k1=0.6&k2=0.2&cl=55,0.11683940023263674,0.4735313499927136,10449.828150804266,0.3392228564174371,7.0,2.0,2014-11-05  buy  0  89.81,18250.76,
78,RTN,k1=0.7&k2=0.4&cl=20,0.1468364318812509,0.31871919740893523,10531.628819220032,0.13263409775564672,8.0,4.0,2014-12-24  buy  0  109.89,14510.34,
8,COP,k1=0.6&k2=0.3&cl=55,0.09825103488742176,0.3741907806584958,11170.590565094322,0.22261559034731213,5.0,4.0,2014-09-25  buy  0  77.37,8938.26,
30,BLK,k1=0.8&k2=0.2&cl=20,0.15949947753713253,0.396581733366936,12131.014920618572,0.14819699291162222,8.0,1.0,2014-12-18  sell  2026.61  356.09,9412.32,
37,WFC,k1=0.6&k2=0.4&cl=50,0.09471422937335804,0.45587326674005885,12202.623300589114,0.2176419393646913,7.0,2.0,2014-11-05  buy  0  53.41,13436.12,
15,NOC,k1=0.8&k2=0.4&cl=15,0.20272886232143694,0.290757940506533,12230.332536642507,0.1005128304399512,8.0,5.0,2014-10-23  buy  0  127.21,16718.23,
59,A,k1=0.6&k2=0.3&cl=50,0.17776902253590987,0.28612776108527965,12700.31716105223,0.2726397056456795,8.0,3.0,2014-11-07  buy  0  41.06,7903.73,
55,AMZN,k1=0.6&k2=0.4&cl=45,0.1772198807621903,0.22450758607661772,13244.240645908398,0.20983686272289562,7.0,6.0,2014-11-14  buy  0  323.56,15428.31,
80,HD,k1=0.6&k2=0.4&cl=40,0.14330080247765353,0.3739944549038996,13301.20207603626,0.2749600814320798,5.0,6.0,2014-10-21  sell  3563.88  92.86,30023.72,
66,AAPL,k1=0.7&k2=0.4&cl=25,0.23137925272488982,0.11538569204804006,13665.188992599711,0.28770389419612835,7.0,3.0,2015-01-02  buy  0  109.88,12795.54,
58,LMT,k1=0.9&k2=0.4&cl=20,0.20500102479174914,0.29623136035180986,14034.339776764888,0.11081090797771426,8.0,4.0,2014-12-18  sell  1097.29  189.24,17865.45,
43,NTES,k1=0.9&k2=0.4&cl=45,0.2040174346585466,0.17683788659931313,14272.163628537728,0.25952619854496795,7.0,3.0,2014-12-31  sell  1580.17  99.23,18383.78,
29,GILD,k1=0.6&k2=0.4&cl=10,0.2421088562040412,0.19095068224104794,14360.005787598955,0.2354664476815189,11.0,6.0,2014-12-24  sell -3019.72  90.45,37656.33,
32,MA,k1=0.6&k2=0.3&cl=35,0.16968014889377073,0.339329635229762,14710.410802201459,0.14428576602260268,10.0,2.0,2014-10-29  buy  0  76.03,32818.13,
25,BMY,k1=0.9&k2=0.3&cl=10,0.24106025467000866,0.1187161503470932,14865.605035593046,0.16113987511661904,9.0,3.0,2014-12-17  sell  3319.22  58.14,14047.62,
52,YY,k1=0.7&k2=0.4&cl=55,0.8285716053439376,0.0604673493450634,19799.31852475535,0.37045322010738013,3.0,1.0,2014-12-12  sell -8193.77  64.42,28732.72,
61,BIDU,k1=0.7&k2=0.3&cl=25,0.29197051997790935,0.11125541815372439,30832.742499775904,0.35725798444444606,9.0,5.0,2014-12-29  buy  0  231.81,16218.54,
27,BIIB,k1=0.7&k2=0.4&cl=20,0.38702056369016025,0.15650941575561697,34127.025071107244,0.11802693231353592,8.0,4.0,2014-11-21  sell -2655.79  303.86,41152.97,
63,FB,k1=0.9&k2=0.3&cl=50,0.7014651039543339,0.03637501782307606,40107.66531879752,0.18481824110395823,4.0,0.0,2014-10-29  buy  0  75.74,33536.38,
45,QIHU,k1=0.6&k2=0.3&cl=40,0.6170813077918222,0.06545776568332934,49074.28143516071,0.4551937900916439,6.0,2.0,2014-12-19  sell -8262.62  58.64,14933.11,
54,NFLX,k1=0.7&k2=0.2&cl=55,0.602548671641026,0.03705894450629785,71052.98702836243,0.36668681642516987,6.0,3.0,2014-11-21  buy  0  366.38,16346.86,
76,TSLA,k1=0.8&k2=0.3&cl=45,0.7820921642910654,0.043298426638984026,117559.4375013979,0.3071143654980606,6.0,3.0,2015-01-02  buy  0  219.67,81026.86,
48,VIPS,k1=0.7&k2=0.3&cl=45,1.3949478128678159,0.01878990745760576,197916.3278093862,0.27045271612269844,4.0,2.0,2014-12-16  sell -15469.15  20.08,390370.37,
