symbol,exg,saleqtr0,saleqtr-1,saleqtr-2,saleqtr-3,saleqtr-4,saleqtr-5,saleqtr-6,saleqtr-7,saleqtr-8,saleqtr-9,epsqtr0,epsqtr-1,epsqtr-2,epsqtr-3,epsqtr-4,epsqtr-5,epsqtr-6,epsqtr-7,epsqtr-8,epsqtr-9,numest,saleq1e,saleq1ey,saleq2e,saleq2ey,saley1e,saley1ey,saley2e,saley2ey,epsq1e,epsq1ey,epsq2e,epsq2ey,epsy1e,epsy1ey,epsy2e,epsy2ey,numltgr,ltgre,ltgrey,cppettm,indupettm,sectorpettm,cppehigh5y,indupehigh5y,sectorpehigh5y,cppelow5y,indupelow5y,sectorpelow5y,cpbeta,indubeta,sectorbeta,cppsttm,indupsttm,sectorpsttm,cppbmrq,indupbmrq,sectorpbmrq,cppcfttm,indupcfttm,sectorpcfttm,cppfcfttm,indupfcfttm,sectorpfcfttm,divyield,div5y,div5ygr,payoutratio,cpsalemrqyoy,indusalemrqyoy,sectorsalemrqyoy,cppsalettmyoy,indusalettmyoy,sectorsalettmyoy,cpsale5ygr,indusale5ygr,sectorsale5ygr,cpepsmrqyoy,induepsmrqyoy,sectorepsmrqyoy,cpepsttmyoy,induepsttmyoy,sectorepsttmyoy,cpeps5ygr,indueps5ygr,sectoreps5ygr,cpcap5ygr,inducap5ygr,sectorcap5ygr,cpdebt2equity,indudebt2equity,secdebt2equity,cpquira,induquira,secquira,cpcurra,inducura,seccurra,cpgm,indugm,sectorgm,cpgm5y,indugm5y,sectorgm5y,cpom,induom,sectorom,cpom5y,induom5y,sectorom5y,cpnm,indunm,sectornm,cpnm5y,indunm5y,sectornm5y,cproa,induroa,sectorroa,cproa5y,induroa5y,sectorroa5y,cproi,induroi,sectorroi,cproi5y,induroi5y,sectorroi5y,cproe,induroe,sectorroe,cproe5y,induroe5y,sectorroe5y
D,N,2971.00,2747.00,3409.00,2943.00,3050.00,2813.00,3630.00,,,,0.996,0.697,0.909,0.414,0.905,0.272,0.650,,,,16,3533.75,3816.65,3021.31,3120.83,13625.40,14158.10,,,0.99,1.07,0.77,0.71,3.86,3.94,,,6,5.49,6.67,22.43,14.37,12.26,34.31,56.25,30.32,8.22,12.80,11.61,0.15,0.94,1.02,3.34,3.79,2.31,3.20,1.48,1.56,11.69,7.35,8.02,,,,3.83,,6.52,20.34,-2.59,14.23,-1.97,-4.80,10.77,-0.39,-3.42,11.45,13.11,10.05,55.46,-20.48,17.41,0,0,1.08,4.83,4.30,6.85,14.09,18.89,217.03,169.06,114.77,0.42,1.05,1.78,0.61,1.15,2.00,43.41,25.27,29.79,0,14.76,36.53,29.30,25.82,21.04,26.27,23.19,29.07,14.96,22.98,16.99,13.65,60.80,37.55,3.32,3.17,5.84,3.92,3.68,13.27,3.85,3.73,6.64,4.60,4.34,16.09,14.77,10.37,13.28,15.88,4.05,24.35
HD,N,21819.00,24829.00,20891.00,19162.00,20516.00,23811.00,19687.00,17696.00,19470.00,22522.00,1.354,1.733,1.210,1.048,1.152,1.515,1.002,0.728,0.953,1.244,27,22196.40,21372.00,26437.40,25578.60,88102.50,86410.70,93086.60,89708.20,1.34,1.31,1.99,1.97,5.34,5.23,6.18,5.97,5,14.39,15.88,24.74,17.19,18.23,22.42,23.34,27.14,18.14,11.99,14.90,0.89,0.64,1.17,1.93,0.79,4450.66,22.01,4.58,2.38,19.18,11.55,42737.94,,,,1.78,,15.87,41.73,6.35,1.68,4.85,6.11,-1.25,0.59,4.68,12.16,13.01,17.52,34.90,-31.30,21.55,0,0,24.94,19.07,19.45,8.34,4.32,15.13,273.82,82.45,71.38,0.38,0.93,1.34,1.16,1.77,1.77,34.41,32.34,24.78,34.59,31.97,23.78,13.17,6.10,9.66,10.64,6.16,10.51,7.98,4.20,9.33,6.26,3.88,10.64,16.15,5.64,6.92,11.59,5.06,4.90,24.09,8.17,11.47,15.64,7.03,16.69,78.03,18.44,14.79,28.84,10.42,21.29
YHOO,O,1225.67,1243.27,1225.97,1253.07,1148.14,1084.19,1132.73,,,,0.081,-0.023,0.022,0.173,6.722,0.266,0.302,,,,29,1153.85,1086.39,1188.44,1061.60,4793.84,4525.95,,,0.14,0.43,0.14,0.39,0.57,1.24,,,6,-31.59,8.20,131.62,32.02,16.77,31.70,59.30,31.69,6.07,21.51,13.01,1.40,1.00,0.94,6.35,7.66,7.57,1.11,5.86,2.37,67.00,26.08,97.60,,,,0,,0,0.00,6.75,27.55,9.55,6.85,25.27,2.66,-6.49,20.09,9.65,-98.80,70.27,17.70,-96.69,0,0,77.75,19.82,14.59,-4.26,29.84,14.98,4.76,41.42,19.68,0,0.46,1.87,5.63,2.18,2.41,63.09,57.05,40.49,66.64,73.71,41.27,-3.77,34.77,10.98,11.22,33.25,12.60,-2.87,26.08,8.29,45.57,22.27,9.45,-0.29,13.80,9.34,11.43,12.90,10.60,-0.31,19.79,12.53,12.51,17.68,14.57,0.75,24.39,10.44,19.29,21.28,15.03
ADI,O,978.72,863.36,821.02,771.99,814.25,727.75,694.54,628.24,,,0.304,0.680,0.648,0.566,0.343,0.566,0.589,0.480,,,20,830.57,805.74,867.90,854.13,3625.63,3416.70,3867.30,3624.86,0.69,0.69,0.77,0.78,3.31,3.13,3.64,3.29,,,,25.16,11.30,16.77,27.34,39.86,31.69,13.50,11.72,13.01,1.18,1.28,0.94,5.03,45.52,7.57,3.40,1.69,2.37,18.78,433.43,97.60,,,,2.89,,13.32,70.47,20.20,-13.95,9.55,19.91,7.42,2.66,4.46,-3.06,9.65,-11.32,-92.41,17.70,11.15,0,0,-1.11,10.59,14.59,6.66,-11.89,14.98,17.22,22.05,19.68,3.29,2.16,1.87,3.66,2.71,2.41,65.77,4.81,40.49,65.01,5.42,41.27,24.19,-14.17,10.98,28.93,-17.88,12.60,20.29,-15.45,8.29,24.01,-21.76,9.45,10.01,1.87,9.34,11.77,-3.04,10.60,11.52,1.51,12.53,13.19,-5.06,14.57,14.18,-59.94,10.44,16.26,-16.35,15.03
JUNO,O,1.60,12.46,0.00,0.00,0.00,0,0.00,,,,-0.256,-0.788,-0.787,-2.338,-0.944,0,-1.414,,,,7,5.64,0,5.64,0,16.43,0,,,-0.50,0,-0.47,0,-1.47,0,,,,,,0,42.90,35.56,0,105.57,41.90,0,52.50,18.62,0,0.74,0.78,314.59,113.69,13.42,3.63,21.06,5.19,0,23.26,28.17,,,,0,,0,0,0,23.68,7.38,0,37.55,11.61,0,24.08,11.26,72.90,-103.24,62.73,-85.95,0,0,0,10.50,11.40,0,19.34,18.55,4.17,47.13,15.49,0,3.52,2.39,7.85,7.62,3.26,0,32.13,56.17,0,52.14,52.92,-2478.83,-765.02,3.95,0,-37.34,13.27,-2460.60,-773.27,0.69,0,-41.09,10.19,-39.82,-0.87,10.87,0,0.57,12.11,-43.97,-0.73,14.69,0,0.51,16.14,-69.73,0.71,15.73,0,-85.75,16.25
QUNR,O,1325.14,880.96,671.08,519.76,501.13,400.40,335.47,,,,-1.867,-2.218,-1.954,-1.892,-1.591,-1.203,-0.536,,,,13,1364.90,935.54,1762.21,1006.48,6902.41,4746.22,,,-3.72,-0.76,-2.52,-0.06,-8.88,-1.67,,,,,,0,32.02,16.77,0,59.30,31.69,0,21.51,13.01,0,1.00,0.94,13.19,7.66,7.57,26.70,5.86,2.37,0,26.08,97.60,,,,0,,0,0,164.43,27.55,9.55,128.29,25.27,2.66,0,20.09,9.65,-17.32,70.27,17.70,-112.91,0,0,0,19.82,14.59,0,29.84,14.98,210.12,41.42,19.68,0,0.46,1.87,1.65,2.18,2.41,68.69,57.05,40.49,0,73.71,41.27,-71.65,34.77,10.98,0,33.25,12.60,-86.25,26.08,8.29,0,22.27,9.45,-51.09,13.80,9.34,0,12.90,10.60,-125.03,19.79,12.53,0,17.68,14.57,-298.24,24.39,10.44,0,21.28,15.03
PANW,N,297.20,283.88,234.17,217.65,192.35,178.23,150.70,141.07,128.18,,-0.455,-0.547,-0.558,-0.532,-0.379,-0.412,-1.955,-0.548,-0.110,,35,394.34,329.91,318.10,270.28,1333.64,1112.20,1769.82,1411.35,0.57,0.48,0.39,0.34,1.78,1.47,2.70,2.14,7,42.05,50.60,0,21.86,16.77,1517.26,28.50,31.69,1517.26,17.71,13.01,0.87,0.45,0.94,14.65,3.62,7.57,27.82,5.06,2.37,0,17.02,97.60,,,,0,,0,0,54.51,12.79,9.55,55.95,11.06,2.66,80.24,18.19,9.65,-20.07,8.52,17.70,36.49,0,0,0,18.04,14.59,82.19,15.18,14.98,90.53,12.95,19.68,0,2.81,1.87,0.96,2.94,2.41,73.16,55.38,40.49,72.84,56.03,41.27,-13.61,17.48,10.98,-16.29,19.97,12.60,-16.81,15.27,8.29,-18.84,16.44,9.45,-9.55,17.45,9.34,-12.13,18.99,10.60,-15.81,23.35,12.53,-18.88,25.17,14.57,-33.48,24.95,10.44,-38.97,26.93,15.03
IR,N,3486.90,3600.20,2887.80,3240.50,3385.00,3542.90,2722.90,,,,1.166,0.308,0.218,0.787,1.098,1.133,0.270,,,,22,2896.73,3023.40,3692.40,3920.00,13586.60,14182.80,,,0.41,0.61,1.25,1.60,4.01,4.64,,,4,8.15,15.57,22.29,19.34,22.02,70.46,302.94,76.67,15.39,17.25,14.38,1.44,0.93,0.90,1.09,3.53,2.70,2.52,2.57,2.44,13.94,15.28,13.60,,,,2.10,,14.87,44.40,3.01,-0.92,4.41,3.65,17.29,5.85,-0.18,15.80,10.11,6.18,11.48,36.54,-12.13,0,0,17.14,29.38,16.43,2.73,12.45,10.18,79.67,16.51,88.13,0.87,4.74,1.78,1.22,5.54,2.29,30.22,39.94,36.35,28.87,39.01,29.57,10.93,22.33,15.44,8.25,21.52,13.49,5.18,16.47,8.72,5.12,14.41,8.04,3.95,9.34,4.81,3.50,7.77,4.14,5.29,11.29,6.62,4.48,9.81,5.91,11.10,12.86,10.27,8.89,11.18,9.99
CLD,N,301.67,244.15,317.55,341.79,342.34,320.85,319.07,,,,0.145,-0.867,-0.077,0.092,1.490,-0.035,-0.257,,,,10,269.96,0,260.53,0,1136.88,1336.88,,,-0.16,0,-0.17,0,-0.69,0.32,,,,,,0,11.00,17.69,21.96,24.59,27.95,6.17,11.94,12.02,1.26,0.90,1.04,0.11,1.03,1.18,0.12,1.33,3.88,3.08,5.54,8.74,,,,0,,0,0,-11.88,-4.01,-10.55,-9.76,-8.36,-10.91,-1.08,9.75,12.29,-90.29,35.17,-29.66,-149.64,0,0,-15.39,-0.23,3.01,-31.01,5.13,5.45,47.00,19.41,215.80,1.07,1.61,1.36,1.40,1.92,1.63,17.10,26.26,24.33,23.29,26.61,24.61,-0.25,10.77,7.95,13.28,16.26,3.36,-3.60,4.17,1.76,8.43,10.93,-1.71,-2.11,6.97,5.33,5.56,11.53,8.99,-2.42,10.96,8.58,6.62,15.87,12.86,-4.04,14.45,11.81,13.60,17.75,15.41
CTRP,O,3181.60,2527.14,2314.78,1913.30,2129.57,1722.26,1581.79,,,,51.518,3.575,-3.581,-3.211,5.436,3.429,2.921,,,,22,522.63,430.39,568.35,466.69,2436.42,2061.73,,,0.05,0.02,0.09,0.05,0.45,0.63,,,2,54.05,12.75,49.82,38.67,18.23,177.74,64.12,27.14,20.81,9.97,14.90,1.61,0.63,1.17,8.60,4.96,4450.66,14.31,4.41,2.38,0,25.14,42737.94,,,,0,,0,0.00,49.40,4.20,4.85,44.56,5.35,0.59,29.88,8.57,13.01,847.73,8.15,-31.30,157.48,0,0,-19.41,18.45,19.45,93.22,15.07,15.13,191.69,27.93,71.38,0,2.14,1.34,1.36,2.36,1.77,71.18,29.59,24.78,74.41,26.73,23.78,-1.16,17.67,9.66,14.74,16.02,10.51,20.69,11.17,9.33,15.15,10.01,10.64,5.30,8.26,6.92,5.18,5.75,4.90,8.79,10.89,11.47,7.75,9.55,16.69,20.78,12.60,14.79,11.86,11.67,21.29
TRV,N,6808.00,6712.00,6629.00,6783.00,6886.00,6785.00,6708.00,,,,2.965,2.535,2.549,3.116,2.712,1.956,2.947,,,,17,6027.00,6045.50,6296.19,6309.50,24637.70,25386.40,,,2.58,2.64,2.26,2.30,9.80,9.51,,,3,3.43,3.94,10.11,18.19,16.68,17.58,203.80,21.27,8.42,12.05,11.14,1.18,1.25,1.49,1.27,0.77,4.40,1.43,1.10,2.55,7.73,12.91,13.78,,,,2.16,,11.82,20.73,-1.13,1.28,16.36,-0.70,2.05,17.79,1.93,9.77,13.88,9.33,-88.94,4.78,8.21,0,0,11.07,16.75,22.42,0,-1.96,32.04,28.06,7.47,57.17,0,0.00,0.09,0,0.00,2.59,0,0.71,4.56,0,0.65,4.20,19.91,6.66,39.93,15.99,4.95,37.81,13.41,4.78,32.22,11.17,3.32,27.91,3.50,1.41,2.86,2.76,0.97,0.45,0,0.16,0.67,0,0.13,0.78,14.53,7.76,19.69,11.39,5.77,23.65
QIHU,N,438.33,384.36,431.21,376.40,317.91,265.14,,,,,0.380,0.269,0.392,0.291,0.200,0.249,,,,,13,543.36,596.91,603.52,660.12,2676.38,2698.71,,,0.84,1.18,1.01,1.38,4.61,5.44,,,1,38.76,40.90,36.42,21.86,16.77,132.00,28.50,31.69,33.84,17.71,13.01,1.48,0.45,0.94,5.76,3.62,7.57,8.61,5.06,2.37,24.31,17.02,97.60,,,,0,,0,0.00,37.88,12.79,9.55,64.24,11.06,2.66,112.23,18.19,9.65,90.07,8.52,17.70,75.39,0,0,164.10,18.04,14.59,133.37,15.18,14.98,150.02,12.95,19.68,0,2.81,1.87,2.84,2.94,2.41,77.16,55.38,40.49,82.73,56.03,41.27,20.41,17.48,10.98,16.82,19.97,12.60,17.35,15.27,8.29,15.69,16.44,9.45,10.38,17.45,9.34,9.20,18.99,10.60,13.34,23.35,12.53,11.28,25.17,14.57,27.27,24.95,10.44,18.38,26.93,15.03
PFE,N,12087.00,11853.00,10864.00,13118.00,12361.00,12773.00,11353.00,,,,0.340,0.420,0.377,0.196,0.417,0.452,0.348,,,,15,12484.10,0,13336.90,0,52585.40,48198.50,,,0.57,0,0.61,0,2.36,2.30,,,3,4.40,1.35,24.16,31.94,35.56,22.02,40.34,41.90,17.06,17.79,18.62,0.89,0.79,0.78,4.16,4.27,13.42,2.98,4.89,5.19,14.80,27.25,28.17,,,,3.72,,5.39,81.45,-2.22,5.93,7.38,-4.24,7.27,11.61,0.14,11.00,11.26,-18.46,70.82,62.73,-17.70,0,0,3.18,11.50,11.40,5.61,18.83,18.55,58.20,13.22,15.49,1.34,2.20,2.39,1.62,3.05,3.26,81.46,57.29,56.17,80.72,53.22,52.92,23.91,13.75,3.95,22.94,14.99,13.27,17.53,10.49,0.69,16.21,11.47,10.19,4.91,11.58,10.87,4.91,12.83,12.11,5.72,15.47,14.69,5.78,17.10,16.14,11.56,16.37,15.73,11.17,18.12,16.25
GIS,N,4424.90,4207.90,4298.80,4350.90,4712.20,4268.40,4283.80,4377.40,4875.70,4372.70,0.865,0.693,0.304,0.559,0.560,0.550,0.640,0.641,0.846,0.696,16,4134.09,4440.84,4518.69,4902.57,16716.30,18244.20,16964.40,18706.80,0.82,0.72,0.88,0.99,2.86,3.03,3.09,3.26,4,5.57,6.17,23.82,30.04,41.55,28.45,35.41,35.99,14.52,14.65,23.84,0.35,0.90,0.54,1.98,1.66,5.67,7.13,3.23,37.21,16.77,15.92,36.90,,,,3.05,,11.71,70.35,-6.10,-1.99,3.02,-2.04,2.52,6.34,3.79,7.33,12.73,54.49,-62.21,-9.34,1.25,0,0,-2.50,6.42,12.55,1.85,7.79,15.11,183.94,66.83,66.54,0.52,1.33,0.60,0.81,1.72,1.09,35.37,29.45,38.10,36.44,29.35,38.02,14.75,11.49,17.63,15.58,13.56,19.23,8.39,6.05,12.85,9.37,9.53,14.25,6.33,6.18,29.13,7.54,10.18,33.45,8.55,9.00,70.64,9.83,14.95,71.76,28.39,11.74,81.35,26.50,17.62,78.89
MJN,N,977.50,1032.40,1094.40,1094.20,1090.70,1111.10,1113.30,,,,0.767,0.801,1.020,0.779,0.924,0.844,0.999,,,,16,1015.09,0,998.21,0,4066.90,5107.34,,,0.98,1.23,0.79,1.08,3.58,4.60,,,3,7.24,10.00,23.41,30.04,41.55,28.36,35.41,35.99,23.25,14.65,23.84,1.02,0.90,0.54,3.71,1.66,5.67,45.55,3.23,37.21,20.00,15.92,36.90,,,,2.09,,16.47,47.80,-10.38,-1.99,3.02,-4.05,2.52,6.34,9.30,7.33,12.73,-17.00,-62.21,-9.34,-4.08,0,0,12.27,6.42,12.55,14.26,7.79,15.11,523.70,66.83,66.54,1.61,1.33,0.60,2.04,1.72,1.09,63.63,29.45,38.10,62.52,29.35,38.02,22.63,11.49,17.63,22.02,13.56,19.23,16.22,6.05,12.85,15.43,9.53,14.25,18.23,6.18,29.13,20.27,10.18,33.45,27.66,9.00,70.64,36.99,14.95,71.76,158.50,11.74,81.35,0,17.62,78.89
BABA,N,22171.00,20245.00,17425.00,26179.00,16829.00,15771.00,12031.00,18745.00,10950.00,10778.00,8.874,11.918,1.113,2.294,1.221,5.355,2.341,3.528,2.107,1.895,41,26356.70,28483.30,28579.90,29811.20,97824.30,107522.00,127892.00,137742.00,4.35,4.90,4.66,4.95,17.21,18.54,22.11,24.58,9,24.68,31.45,21.80,32.02,16.77,53.42,59.30,31.69,53.42,21.51,13.01,0,1.00,0.94,15.41,7.66,7.57,6.89,5.86,2.37,19.38,26.08,97.60,,,,0,,0,0.00,31.74,27.55,9.55,35.73,25.27,2.66,62.77,20.09,9.65,627.01,70.27,17.70,94.45,0,0,0,19.82,14.59,0,29.84,14.98,28.30,41.42,19.68,0,0.46,1.87,2.83,2.18,2.41,68.04,57.05,40.49,70.81,73.71,41.27,26.83,34.77,10.98,32.94,33.25,12.60,74.51,26.08,8.29,33.04,22.27,9.45,22.89,13.80,9.34,0,12.90,10.60,29.63,19.79,12.53,0,17.68,14.57,39.55,24.39,10.44,0,21.28,15.03
TSLA,O,936.79,954.98,939.88,956.66,851.80,769.35,620.54,,,,-1.782,-1.454,-1.224,-0.858,-0.598,-0.498,-0.403,,,,21,1964.27,2192.53,2185.63,2243.66,8668.62,8929.64,,,0.11,1.54,0.33,1.43,1.88,5.64,,,3,101.27,82.20,0,14.23,18.23,0,18.74,27.14,0,12.82,14.90,1.00,1.20,1.17,8.30,1.19,4450.66,23.90,2.08,2.38,0,9.40,42737.94,,,,0,,0,0,9.98,-2.38,4.85,32.60,-2.88,0.59,95.52,12.96,13.01,-197.91,-8.95,-31.30,-225.84,0,0,0,18.73,19.45,141.19,13.49,15.13,203.81,76.89,71.38,0.67,1.09,1.34,1.17,1.31,1.77,25.52,20.53,24.78,24.56,20.02,23.78,-14.02,8.13,9.66,-17.50,9.41,10.51,-17.84,9.24,9.33,-19.73,10.56,10.64,-10.41,7.02,6.92,-15.39,10.79,4.90,-15.73,12.19,11.47,-23.24,18.30,16.69,-59.48,15.88,14.79,-75.58,23.60,21.29
ALXN,O,666.64,636.21,600.33,599.48,555.15,512.49,566.62,,,,-0.812,0.832,0.452,0.759,0.883,0.826,0.790,,,,18,734.03,752.02,782.48,784.88,3229.06,3388.62,,,1.19,1.57,1.30,1.67,5.57,7.38,,,4,19.77,30.72,154.91,31.94,35.56,104.94,40.34,41.90,56.79,17.79,18.62,0.78,0.79,0.78,17.17,4.27,13.42,5.22,4.89,5.19,133.26,27.25,28.17,,,,0,,0,0.00,20.08,5.93,7.38,20.54,7.27,11.61,42.01,11.00,11.26,-192.00,70.82,62.73,-48.76,0,0,14.84,11.50,11.40,16.74,18.83,18.55,42.41,13.22,15.49,2.93,2.20,2.39,3.23,3.05,3.26,91.01,57.29,56.17,89.97,53.22,52.92,25.69,13.75,3.95,34.96,14.99,13.27,9.23,10.49,0.69,23.02,11.47,10.19,2.71,11.58,10.87,13.27,12.83,12.11,2.93,15.47,14.69,15.66,17.10,16.14,4.06,16.37,15.73,17.23,18.12,16.25
MHK,N,2150.66,2041.73,1881.18,1951.45,1990.66,2048.25,1813.09,,,,2.887,2.529,0.306,1.999,2.062,2.084,1.106,,,,17,2114.81,1924.85,2264.34,2170.63,8924.74,8577.58,,,2.31,1.89,3.24,2.97,11.84,10.75,,,1,14.90,19.30,24.53,27.04,18.23,29.36,41.05,27.14,21.42,15.09,14.90,1.26,0.81,1.17,1.74,1.71,4450.66,2.95,2.73,2.38,14.95,20.81,42737.94,,,,0,,0,0.00,8.04,4.87,4.85,3.20,4.06,0.59,7.87,8.18,13.01,40.04,82.97,-31.30,14.19,0,0,0,10.78,19.45,38.83,14.60,15.13,67.57,18.49,71.38,0.57,2.98,1.34,1.06,3.83,1.77,29.70,33.11,24.78,26.58,30.66,23.78,9.90,8.55,9.66,7.27,7.70,10.51,7.13,6.17,9.33,4.76,5.42,10.64,6.10,7.94,6.92,4.41,7.13,4.90,8.41,10.60,11.47,5.30,8.50,16.69,12.25,11.62,14.79,8.06,11.17,21.29
NVS,N,12485.00,12896.00,12174.00,13354.00,13300.00,13949.00,13031.00,,,,0.740,0.757,0.943,0.998,1.254,1.090,0.981,,,,5,12500.00,0,12835.00,0,50682.40,56896.70,,,1.43,0,1.40,0,5.29,6.15,,,2,7.30,8.80,25.03,31.94,35.56,21.68,40.34,41.90,13.85,17.79,18.62,0.53,0.79,0.78,4.60,4.27,13.42,2.69,4.89,5.19,16.97,27.25,28.17,,,,3.10,,5.62,0.00,-6.13,5.93,7.38,-5.56,7.27,11.61,3.53,11.00,11.26,-40.96,70.82,62.73,-16.81,0,0,3.18,11.50,11.40,4.49,18.83,18.55,29.59,13.22,15.49,0.62,2.20,2.39,0.85,3.05,3.26,66.52,57.29,56.17,69.08,53.22,52.92,18.96,13.75,3.95,20.83,14.99,13.27,16.54,10.49,0.69,18.12,11.47,10.19,6.52,11.58,10.87,8.11,12.83,12.11,8.28,15.47,14.69,10.31,17.10,16.14,11.37,16.37,15.73,14.31,18.12,16.25
NKE,N,7686.00,8414.00,7779.00,7460.00,7380.00,7982.00,7425.00,6972.00,6431.00,6971.00,0.448,0.672,0.491,0.447,0.370,0.545,0.390,0.377,0.293,0.428,29,9225.12,9406.36,8430.14,8898.22,32763.90,33520.50,36052.60,36537.70,0.72,0.67,0.51,0.51,2.15,2.07,2.48,2.38,5,12.62,12.12,30.36,26.43,18.23,27.47,18.87,27.14,18.88,7.14,14.90,0.62,0.89,1.17,3.40,2.02,4450.66,7.12,5.27,2.38,31.82,17.42,42737.94,,,,1.02,,15.30,26.67,4.15,8.02,4.85,5.31,10.21,0.59,9.98,9.36,13.01,21.09,-22.46,-31.30,22.42,0,0,13.90,10.07,19.45,23.51,9.15,15.13,16.20,19.91,71.38,2.21,0.88,1.34,3.04,1.33,1.77,46.32,33.47,24.78,44.74,27.23,23.78,14.05,8.51,9.66,13.37,7.41,10.51,11.55,6.12,9.33,10.10,5.09,10.64,17.34,8.29,6.92,15.18,6.92,4.90,23.13,12.39,11.47,20.41,10.00,16.69,28.84,15.65,14.79,24.07,13.80,21.29
CYOU,O,188.88,202.15,208.70,215.91,180.82,177.78,180.75,,,,0.774,0.426,0.458,0.103,0.031,0.018,-0.184,,,,13,165.49,218.69,173.78,227.18,710.90,899.49,,,0.71,0,0.75,0,2.77,2.50,,,,,,7.05,32.02,16.77,7.78,59.30,31.69,4.98,21.51,13.01,1.65,1.00,0.94,1.61,7.66,7.57,1.30,5.86,2.37,0,26.08,97.60,,,,0,,0,0.00,4.46,27.55,9.55,11.09,25.27,2.66,21.25,20.09,9.65,2367.18,70.27,17.70,549.60,0,0,0,19.82,14.59,5.30,29.84,14.98,34.15,41.42,19.68,0,0.46,1.87,3.25,2.18,2.41,70.24,57.05,40.49,81.95,73.71,41.27,14.60,34.77,10.98,37.70,33.25,12.60,18.16,26.08,8.29,33.89,22.27,9.45,8.96,13.80,9.34,20.44,12.90,10.60,11.42,19.79,12.53,29.67,17.68,14.57,19.68,24.39,10.44,32.90,21.28,15.03
CBI,N,3321.68,3207.11,3125.75,3371.69,3380.73,3294.38,2928.13,,,,-7.021,1.548,1.210,1.376,1.482,1.305,0.815,,,,18,3057.14,3641.21,3144.95,3719.52,12650.70,14933.00,,,1.14,1.42,1.24,1.55,5.16,6.10,,,5,7.13,16.80,0,24.71,22.02,19.67,59.54,76.67,8.43,11.91,14.38,2.32,1.01,0.90,0.31,1.70,2.70,1.96,2.06,2.44,0,15.47,13.60,,,,0.72,,0,0,-1.75,8.53,4.41,3.35,7.46,5.85,23.28,8.48,10.11,-573.79,172.60,36.54,-153.43,0,0,22.69,9.29,16.43,19.71,5.97,10.18,121.06,100.45,88.13,0.86,1.06,1.78,0.92,1.40,2.29,11.68,24.76,36.35,11.73,23.58,29.57,-0.65,8.74,15.44,7.37,8.18,13.49,-1.54,5.52,8.72,5.12,4.27,8.04,-2.09,3.52,4.81,7.40,2.88,4.14,-4.34,6.08,6.62,14.84,5.23,5.91,-12.07,6.66,10.27,22.69,8.31,9.99
NVDA,O,1305.00,1153.00,1151.00,1250.51,1225.38,1103.00,1102.79,1144.22,1053.97,977.24,0.435,0.047,0.236,0.348,0.310,0.224,0.239,0.254,0.202,0.163,31,1228.15,1231.98,1256.09,1253.33,4919.12,4881.11,5214.06,5115.91,0.28,0.28,0.30,0.30,1.06,1.16,1.35,1.25,5,4.37,7.94,30.92,11.30,16.77,55.25,39.86,31.69,13.79,11.72,13.01,1.30,1.28,0.94,3.65,45.52,7.57,3.97,1.69,2.37,22.05,433.43,97.60,,,,1.40,,0,32.92,6.50,-13.95,9.55,6.21,7.42,2.66,7.07,-3.06,9.65,40.51,-92.41,17.70,3.70,0,0,0,10.59,14.59,9.54,-11.89,14.98,31.74,22.05,19.68,6.33,2.16,1.87,6.82,2.71,2.41,55.99,4.81,40.49,51.18,5.42,41.27,14.98,-14.17,10.98,13.61,-17.88,12.60,12.33,-15.45,8.29,11.96,-21.76,9.45,8.52,1.87,9.34,8.48,-3.04,10.60,9.76,1.51,12.53,10.08,-5.06,14.57,13.82,-59.94,10.44,12.24,-16.35,15.03
BLUE,O,1.32,4.94,6.34,6.39,6.36,6.34,6.34,,,,1.180,-1.572,-0.761,-0.665,-0.606,-0.062,-0.439,,,,13,3.19,0,3.04,0,11.45,13.38,,,-1.10,0,-1.24,0,-4.98,-3.04,,,,,,0,42.90,35.56,0,105.57,41.90,0,52.50,18.62,0,0.74,0.78,124.01,113.69,13.42,2.65,21.06,5.19,0,23.26,28.17,,,,0,,0,0,-79.20,23.68,7.38,-25.13,37.55,11.61,0,24.08,11.26,294.81,-103.24,62.73,-25.70,0,0,0,10.50,11.40,0,19.34,18.55,4.92,47.13,15.49,0,3.52,2.39,21.24,7.62,3.26,0,32.13,56.17,0,52.14,52.92,-735.45,-765.02,3.95,0,-37.34,13.27,-732.07,-773.27,0.69,0,-41.09,10.19,-20.63,-0.87,10.87,0,0.57,12.11,-21.80,-0.73,14.69,0,0.51,16.14,-24.16,0.71,15.73,0,-85.75,16.25
